email,order_entered,capacity,current_temperature_setting,energy_source
gpedrozo@betatech.com,10,13.5,NULL,electric
gpedrozo@betatech.com,11,46.1,NULL,gas
gperez@zumgoity.com,3,48.2,117,electric
gperigo@zumgoity.com,1,77.7,212,electric
gperigo@zumgoity.com,3,34.5,148,electric
greiber@y-corporation.com,2,15.2,103,electric
greitler@fasehatice.com,1,36.1,131,electric
grentfro@iselectrics.com,2,13.8,157,electric
grentfro@iselectrics.com,4,35.7,110,gas
grentfro@treequote.com,1,59.5,143,gas
grentfro@treequote.com,3,72.1,111,electric
grodeigues@hatfan.com,3,74.1,108,electric
grodeigues@treequote.com,1,91.4,NULL,gas
grodeigues@treequote.com,2,33.9,183,electric
groyster@doncon.com,1,10.1,NULL,electric
gsahagun@rangreen.com,2,23.9,113,electric
gsahagun@rangreen.com,6,36.7,101,thermosolar
gsamu@funholding.com,1,27.7,109,gas
gsamu@warephase.com,1,91.5,96,thermosolar
gscriven@plexzap.com,3,18.8,127,gas
gsengbusch@treequote.com,3,36.9,107,thermosolar
gsimilton@kan-code.com,2,62.2,NULL,gas
gsimilton@kan-code.com,3,93.9,107,gas
gstockham@sunnamplex.com,3,19.8,99,electric
gstoltzman@plexzap.com,1,56.5,137,thermosolar
gthyberg@ron-tech.com,2,12.4,NULL,gas
gtjepkema@plusstrip.com,2,54.5,NULL,electric
gtromblay@singletechno.com,1,13.9,NULL,thermosolar
gvenere@gogozoom.com,5,68.5,217,heat pump
gvinning@golddex.com,1,10.1,124,electric
gvinning@golddex.com,5,28.5,96,electric
gwaycott@sumace.com,3,35.2,214,electric
gwesterbeck@iselectrics.com,1,24.3,167,gas
gwesterbeck@iselectrics.com,2,30.6,NULL,electric
gwieser@bioholding.com,2,11.2,NULL,gas
gwildfong@kan-code.com,3,56.4,102,electric
gzagen@donware.com,3,24.5,91,gas
halbares@betatech.com,2,47.9,113,thermosolar
halbares@betatech.com,3,13.7,NULL,thermosolar
hbevelacqua@konmatfix.com,2,72.0,113,electric
hbevelacqua@stanredtax.com,1,10.8,175,gas
hbevelacqua@stanredtax.com,3,31.7,111,electric
hbrachle@finhigh.com,1,97.6,220,heat pump
hbrachle@finhigh.com,3,48.3,131,thermosolar
hbrachle@nam-zim.com,1,48.8,91,gas
hbuvens@betatech.com,1,24.4,122,gas
hbuvens@betatech.com,2,12.1,NULL,thermosolar
hbuvens@silis.com,1,13.2,158,gas
hcampain@scotfind.com,1,48.6,178,thermosolar
hcandlish@kinnamplus.com,1,34.2,100,gas
hcanlas@gogozoom.com,1,19.6,152,electric
hcanlas@gogozoom.com,2,12.5,223,electric
hchavous@gogozoom.com,1,47.8,120,electric
hchavous@openlane.com,2,77.4,122,electric
hchickering@dambase.com,4,16.7,116,gas
hcomnick@opentech.com,1,50.7,114,electric
hcomnick@opentech.com,3,13.6,90,electric
hcoyier@goodsilron.com,2,45.5,126,electric
hcoyier@goodsilron.com,4,28.2,124,electric
hdewar@domzoom.com,2,10.6,133,electric
hdilliard@zumgoity.com,1,13.3,125,electric
hdilliard@zumgoity.com,4,61.1,160,electric
heroman@treequote.com,2,57.9,135,electric
hfillingim@kan-code.com,2,15.4,168,electric
hfoller@doncon.com,3,17.1,105,electric
hfunnell@zencorporation.com,3,18.5,249,electric
hgiguere@zotware.com,3,16.3,111,electric
hgrenet@streethex.com,2,13.4,115,gas
hhanafan@warephase.com,1,12.9,NULL,electric
hhanafan@warephase.com,2,62.4,NULL,gas
hhanafan@warephase.com,4,12.6,114,thermosolar
hhirpara@dalttechnology.com,4,31.6,125,gas
hhoneywell@labdrill.com,4,14.8,165,electric
hkalafatis@openlane.com,3,17.2,172,thermosolar
hkannady@silis.com,2,33.1,NULL,electric
hkippley@faxquote.com,1,10.4,181,electric
hkohnert@bioholding.com,1,33.0,199,electric
hkownacki@kan-code.com,3,75.8,111,electric
hkownacki@kan-code.com,6,13.6,NULL,gas
hleinenbach@plexzap.com,1,67.5,116,electric
hleinenbach@plexzap.com,2,21.6,113,electric
hlinahan@scottech.com,3,12.9,116,thermosolar
hlizama@zoomit.com,3,16.3,133,electric
hlorens@dontechi.com,1,16.9,162,electric
hlorens@dontechi.com,2,16.2,98,electric
hlouissant@dalttechnology.com,2,18.8,108,electric
hlouissant@j-texon.com,3,10.3,110,electric
hlukasik@betatech.com,1,14.1,96,thermosolar
hmalet@funholding.com,3,104.7,105,electric
hmclaird@bioplex.com,3,32.2,201,electric
hmeisel@yearin.com,2,14.6,153,electric
hmonterrubio@konex.com,1,19.8,116,electric
hmyricks@domzoom.com,1,13.8,119,electric
hmyricks@lexiqvolax.com,2,54.2,NULL,electric
hmyricks@lexiqvolax.com,4,36.0,110,electric
holdroyd@silis.com,3,56.3,95,electric
hostrosky@goodsilron.com,2,50.2,195,thermosolar
hpaprocki@betatech.com,1,28.7,105,gas
hpoullion@zoomit.com,1,60.3,189,heat pump
hriden@golddex.com,1,10.3,162,electric
hrulapaugh@donware.com,1,78.7,105,electric
hsaulter@ontomedia.com,2,58.0,140,electric
hsaulter@scotfind.com,6,18.2,101,electric
hsaulter@scotfind.com,7,13.0,100,electric
hscheyer@goodsilron.com,1,52.6,NULL,heat pump
hscheyer@goodsilron.com,2,44.3,117,gas
hslayton@ontomedia.com,1,89.7,126,gas
hslayton@ontomedia.com,2,36.7,NULL,gas
hslayton@ontomedia.com,4,76.5,118,heat pump
hstorment@konmatfix.com,2,13.5,113,gas
hsweely@dontechi.com,1,10.9,108,electric
htegarden@finjob.com,1,13.3,128,electric
hthreets@gogozoom.com,1,40.6,96,electric
htomasulo@hottechi.com,1,11.4,118,electric
htomasulo@hottechi.com,2,11.4,168,gas
htomasulo@hottechi.com,3,39.8,196,gas
hupthegrove@betatech.com,4,45.4,126,electric
hventura@inity.com,1,46.4,101,heat pump
hvillanueva@mathtouch.com,1,14.0,111,electric
hwildfong@zotware.com,2,10.9,156,electric
hwildfong@zotware.com,3,19.0,98,electric
hwolny@j-texon.com,3,38.1,NULL,gas
hzepp@ganjaflex.com,1,18.6,111,heat pump
ialbares@sunnamplex.com,2,55.0,NULL,electric
iauffrey@plussunin.com,1,14.4,238,electric
idubaldi@zumgoity.com,3,48.6,110,electric
ifeichtner@silis.com,1,87.0,NULL,gas
ifeichtner@silis.com,3,53.8,104,electric
igoldammer@plusstrip.com,2,26.4,NULL,thermosolar
ihagele@funholding.com,1,53.0,125,thermosolar
ihaufler@inity.com,2,70.5,104,heat pump
ihaufler@inity.com,3,72.2,207,gas
iisaacs@doncon.com,1,54.4,120,electric
iisaacs@doncon.com,3,36.7,134,electric
ikoppinger@stanredtax.com,2,42.4,106,electric
ikoppinger@stanredtax.com,5,11.1,114,gas
ilacovara@rantouch.com,1,38.7,118,thermosolar
imalvin@ontomedia.com,2,41.2,NULL,heat pump
imanno@finhigh.com,3,41.0,200,thermosolar
imunns@dontechi.com,1,19.5,141,gas
ioles@finjob.com,1,11.5,156,gas
isamara@isdom.com,1,33.7,120,gas
iscipione@j-texon.com,7,11.0,90,electric
iwardrip@funholding.com,1,34.8,118,thermosolar
iwaymire@sunnamplex.com,2,57.2,149,electric
iwaymire@sunnamplex.com,3,47.9,173,thermosolar
iwolny@finhigh.com,2,28.0,NULL,electric
iwolny@finhigh.com,4,56.3,149,electric
jacey@condax.com,3,34.4,117,thermosolar
jarias@labdrill.com,3,39.0,262,electric
jarias@labdrill.com,8,26.3,193,thermosolar
jauffrey@rantouch.com,1,15.6,167,gas
jbachman@codehow.com,1,34.6,NULL,electric
jbenimadho@blackzim.com,2,10.7,NULL,gas
jbitsuie@yearin.com,2,83.7,205,electric
jblunk@kinnamplus.com,3,16.4,179,thermosolar
jbookamer@donquadtech.com,2,14.1,258,electric
jbookamer@donquadtech.com,4,41.1,147,electric
jborgman@codehow.com,1,58.9,NULL,electric
jborgman@statholdings.com,1,14.2,116,gas
jbrideau@finhigh.com,4,36.4,116,electric
jbruschke@stanredtax.com,2,20.0,157,gas
jcaiafa@fasehatice.com,2,48.4,NULL,electric
jcantres@sumace.com,1,39.3,113,electric
jchavous@xx-zobam.com,1,39.0,116,thermosolar
jchui@lexiqvolax.com,2,40.8,98,electric
jcolla@silis.com,2,11.0,122,gas
jcoody@codehow.com,3,52.5,112,electric
jcoody@codehow.com,4,56.0,155,thermosolar
jcoody@codehow.com,6,34.9,NULL,electric
jcoody@codehow.com,7,42.0,150,electric
jcookey@ontomedia.com,1,21.9,105,gas
jcorrington@hottechi.com,1,26.3,NULL,gas
jcorrington@hottechi.com,2,47.4,107,thermosolar
jcraghead@singletechno.com,2,11.6,115,gas
jcronauer@blackzim.com,3,29.3,136,gas
jdegroot@year-job.com,1,15.1,118,thermosolar
jdenooyer@hottechi.com,3,18.4,132,electric
jdenooyer@hottechi.com,4,20.6,114,thermosolar
jdenooyer@hottechi.com,5,18.7,107,gas
jdenooyer@hottechi.com,6,14.0,102,gas
jeanes@hottechi.com,1,17.8,NULL,gas
jemigh@groovestreet.com,3,16.7,117,electric
jennaco@labdrill.com,3,63.0,135,electric
jeschberger@openlane.com,1,109.9,106,electric
jfarrar@bioplex.com,1,24.2,178,electric
jfarrow@condax.com,3,28.2,96,heat pump
jfishburne@xx-zobam.com,2,42.0,143,electric
jflister@lexiqvolax.com,4,61.0,NULL,electric
jfortino@sonron.com,3,49.5,215,heat pump
jfrancescon@funholding.com,2,29.5,NULL,electric
jfrankel@ontomedia.com,2,51.2,119,thermosolar
jfredicks@nam-zim.com,2,37.9,NULL,electric
jfunnell@dambase.com,2,42.0,143,heat pump
jfunnell@konmatfix.com,4,74.5,128,electric
jfunnell@konmatfix.com,6,21.9,102,heat pump
jfunnell@konmatfix.com,7,53.0,90,gas
jfunnell@zoomit.com,1,34.2,112,electric
jgabisi@kan-code.com,3,26.9,156,electric
jgalam@kan-code.com,3,50.9,109,electric
jgato@stanredtax.com,2,11.5,NULL,gas
jgato@stanredtax.com,3,82.9,136,gas
jgehrett@finjob.com,2,19.9,NULL,electric
jgehrett@finjob.com,3,47.5,103,gas
jgibes@donquadtech.com,2,56.3,218,electric
jgibes@donquadtech.com,3,33.8,137,thermosolar
jgleich@treequote.com,3,78.2,120,gas
jgoldammer@green-plus.com,3,10.1,140,gas
jgoldammer@xx-zobam.com,1,14.1,127,thermosolar
jhagele@opentech.com,3,77.6,119,thermosolar
jhalter@j-texon.com,3,27.4,172,electric
jharabedian@gogozoom.com,1,23.2,NULL,gas
jharoldson@j-texon.com,6,19.5,124,electric
jhaufler@y-corporation.com,3,15.0,97,thermosolar
jhiatt@rangreen.com,2,14.5,114,gas
jhoa@kan-code.com,2,53.8,117,electric
jhusser@zumgoity.com,2,52.0,143,gas
jisaacs@domzoom.com,3,54.8,106,electric
jjacobos@groovestreet.com,3,16.7,113,electric
jjillson@zoomit.com,1,63.5,132,electric
jjillson@zoomit.com,3,56.1,NULL,thermosolar
jkaniecki@ron-tech.com,3,62.5,95,gas
jkaniecki@ron-tech.com,6,33.0,90,electric
jkarpin@scottech.com,1,17.3,146,electric
jkitzman@newex.com,1,79.1,126,electric
jklusman@nam-zim.com,3,31.4,119,thermosolar
jklusman@nam-zim.com,4,53.2,115,gas
jklusman@rantouch.com,3,18.9,102,electric
jkownacki@donquadtech.com,2,17.7,91,gas
jkownacki@donquadtech.com,4,19.1,152,gas
jkulzer@silis.com,1,77.8,109,thermosolar
jkusko@kan-code.com,2,11.8,120,gas
jkusko@kan-code.com,3,24.7,144,gas
jlabreche@kinnamplus.com,3,16.7,211,electric
jlabreche@xx-zobam.com,3,17.4,146,electric
jlary@fasehatice.com,1,88.8,144,electric
jlawler@zoomit.com,1,39.4,NULL,thermosolar
jlayous@donquadtech.com,1,107.5,117,gas
jlietz@hatfan.com,1,45.2,116,gas
jlindall@ron-tech.com,3,27.5,NULL,thermosolar
jlindall@ron-tech.com,7,46.4,211,electric
jlipkin@doncon.com,1,41.4,222,electric
jlipkin@opentech.com,1,26.2,NULL,gas
jlizama@conecom.com,2,58.9,92,heat pump
jlizama@conecom.com,4,68.2,98,gas
jlukasik@blackzim.com,1,58.0,233,gas
jmai@finhigh.com,2,12.2,119,gas
jmai@finhigh.com,7,29.9,136,electric
jmaillard@ganjaflex.com,6,52.2,112,thermosolar
jmaillard@ganjaflex.com,7,15.1,115,thermosolar
jmaillard@zumgoity.com,1,22.1,103,electric
jmallett@openlane.com,2,79.2,131,gas
jmalvin@faxquote.com,4,19.6,128,gas
jmauson@lexiqvolax.com,1,76.4,146,electric
jmaynerich@konex.com,3,33.9,93,electric
jmclaird@konex.com,1,55.7,109,electric
jmcrae@newex.com,1,14.6,NULL,gas
jmiro@donware.com,1,16.1,139,electric
jmiro@groovestreet.com,1,29.0,212,thermosolar
jmondella@domzoom.com,3,14.0,NULL,thermosolar
jmondella@domzoom.com,4,71.7,132,electric
jmondella@domzoom.com,5,70.4,90,thermosolar
jmondella@scotfind.com,1,36.3,214,electric
jmotley@scottech.com,1,15.5,116,electric
jmotley@scottech.com,3,44.6,104,gas
jmotley@warephase.com,1,19.8,143,thermosolar
jmyricks@plussunin.com,2,75.3,NULL,gas
jogg@goodsilron.com,3,25.2,100,electric
jogg@ron-tech.com,6,15.3,162,electric
johms@ganjaflex.com,1,62.1,NULL,gas
jostolaza@sonron.com,3,28.0,103,electric
jpatak@treequote.com,2,18.0,NULL,electric
jpatak@treequote.com,6,22.1,98,electric
jperigo@hatfan.com,1,24.9,103,electric
jpoquette@betatech.com,4,18.3,NULL,electric
jradde@blackzim.com,1,27.5,92,electric
jrantanen@year-job.com,2,19.6,115,heat pump
jrantanen@year-job.com,3,14.1,117,gas
jrauser@inity.com,1,10.7,128,electric
jrauser@inity.com,3,11.5,118,electric
jreiber@ron-tech.com,4,49.0,NULL,electric
jreiber@ron-tech.com,5,13.9,133,electric
jrhoden@konmatfix.com,1,28.3,NULL,thermosolar
jrhoden@konmatfix.com,2,85.9,285,electric
jrhoden@konmatfix.com,3,50.5,113,electric
jrim@bioholding.com,1,19.5,104,electric
jrim@konex.com,1,14.9,96,gas
jrodefer@green-plus.com,2,33.3,143,gas
jrodefer@green-plus.com,4,16.2,184,electric
jrodeigues@treequote.com,2,51.9,255,electric
jrowling@donware.com,1,49.2,223,electric
jrulapaugh@cancity.com,2,57.4,148,electric
jrulapaugh@cancity.com,3,17.8,121,electric
jsaras@donquadtech.com,1,58.5,116,gas
jschmierer@golddex.com,3,47.3,169,gas
jschmierer@zumgoity.com,1,35.6,213,thermosolar
jscriven@doncon.com,7,31.4,116,thermosolar
jscriven@doncon.com,12,19.7,105,electric
jscriven@warephase.com,3,11.6,NULL,thermosolar
jseewald@kinnamplus.com,1,69.8,113,thermosolar
jseewald@kinnamplus.com,4,47.3,149,electric
jsetter@labdrill.com,3,72.9,177,electric
jshields@betasoloin.com,2,36.2,103,electric
jshin@finjob.com,1,14.0,142,thermosolar
jshinko@ontomedia.com,1,41.2,NULL,gas
jsimilton@plusstrip.com,2,25.9,NULL,electric
jsimilton@plusstrip.com,3,57.1,101,electric
jslusarski@xx-zobam.com,3,39.4,148,thermosolar
jsmith@zathunicon.com,2,84.6,180,electric
jspickerman@donquadtech.com,1,78.5,97,electric
jspickerman@donquadtech.com,5,75.2,136,electric
jstaback@lexiqvolax.com,1,74.6,108,electric
jstockham@gogozoom.com,2,25.2,NULL,electric
jstoltzman@plexzap.com,1,15.1,101,electric
jsuell@zencorporation.com,2,34.0,NULL,heat pump
jswayze@lexiqvolax.com,2,26.7,109,gas
jswayze@zoomit.com,2,11.9,187,gas
jsweely@betasoloin.com,1,58.9,95,heat pump
jsweely@statholdings.com,1,21.0,NULL,heat pump
jsweigard@green-plus.com,3,79.4,305,gas
jsweigard@isdom.com,3,56.4,158,electric
jsyrop@hatfan.com,3,49.6,131,electric
jtimenez@hatfan.com,3,99.1,161,electric
jtomasulo@scottech.com,1,20.0,105,electric
jtomblin@scotfind.com,2,35.4,NULL,gas
jtreston@dalttechnology.com,1,18.5,114,electric
jtreston@dalttechnology.com,2,15.1,221,thermosolar
jtromblay@mathtouch.com,3,11.2,NULL,heat pump
jvinning@isdom.com,4,17.4,183,electric
jwalthall@ontomedia.com,4,14.4,184,electric
jwalthall@zotware.com,1,49.3,146,electric
jwardrip@j-texon.com,1,11.9,115,electric
jwiklund@plussunin.com,1,60.8,NULL,electric
jwildfong@zotware.com,7,33.4,94,electric
jyori@fasehatice.com,1,15.9,99,thermosolar
kabdallah@condax.com,1,30.7,104,heat pump
kabdallah@condax.com,3,29.0,106,electric
kacuff@finhigh.com,1,15.6,127,electric
kagramonte@rangreen.com,1,56.6,101,electric
kankeny@statholdings.com,2,79.8,NULL,gas
kbatman@opentech.com,1,11.9,109,thermosolar
kbenimadho@konex.com,1,10.4,109,electric
kbergesen@dalttechnology.com,1,13.1,267,electric
kbergesen@dalttechnology.com,2,27.8,92,electric
kberlanga@finjob.com,5,37.9,227,electric
kbookamer@golddex.com,2,21.7,108,gas
kbookamer@golddex.com,4,16.4,112,thermosolar
kbrachle@doncon.com,3,51.3,121,thermosolar
kbubash@hatfan.com,1,50.7,120,electric
kbutzen@newex.com,3,26.1,98,gas
kbutzen@newex.com,5,11.7,NULL,thermosolar
kcaiafa@betasoloin.com,1,105.4,146,electric
kcampain@xx-zobam.com,6,11.5,134,electric
kcartan@inity.com,4,32.7,207,electric
kcartan@rantouch.com,3,99.4,99,electric
kcaudy@kinnamplus.com,3,43.7,123,gas
kcentini@dontechi.com,1,14.2,221,electric
kcetta@plexzap.com,2,16.8,100,electric
kcetta@plexzap.com,5,10.3,91,thermosolar
kcraghead@singletechno.com,2,28.3,119,electric
kcrupi@funholding.com,3,30.8,114,electric
kdallen@newex.com,2,31.5,103,gas
kdelasancha@sunnamplex.com,1,21.6,170,gas
kdelasancha@sunnamplex.com,3,83.1,171,electric
kdemesa@openlane.com,6,90.0,92,gas
kdopico@codehow.com,2,16.2,99,gas
kdopico@codehow.com,3,18.8,137,electric
kengelberg@singletechno.com,2,12.9,105,electric
kferencz@fasehatice.com,2,45.7,127,electric
kferencz@zoomit.com,1,11.2,108,electric
kgalam@blackzim.com,1,29.8,112,electric
kgiguere@donquadtech.com,1,35.7,145,electric
kgiguere@donquadtech.com,3,68.5,98,heat pump
kgiguere@donquadtech.com,4,50.0,114,thermosolar
kglick@treequote.com,3,39.4,NULL,thermosolar
kgobern@treequote.com,1,68.7,216,thermosolar
kgobern@treequote.com,3,17.9,91,gas
khengel@treequote.com,1,53.5,118,electric
khengel@treequote.com,2,33.7,171,gas
kherritt@sumace.com,3,80.7,119,electric
khollack@bioplex.com,3,62.8,101,gas
khollack@plussunin.com,3,110.8,159,electric
khudnall@zoomit.com,1,19.3,110,electric
khudnall@zoomit.com,3,17.6,94,electric
kjacobos@toughzap.com,1,14.3,NULL,electric
kjulia@stanredtax.com,3,10.0,172,gas
kkaniecki@toughzap.com,3,72.8,105,electric
kkannady@zencorporation.com,2,15.7,106,gas
kkardas@sonron.com,1,51.4,217,electric
kkeetch@gogozoom.com,1,12.8,106,electric
klabreche@betasoloin.com,4,27.7,110,thermosolar
klawler@zotware.com,2,15.0,101,thermosolar
klietz@plusstrip.com,2,12.3,NULL,electric
klimmel@green-plus.com,1,82.8,230,electric
klungren@betatech.com,1,34.2,NULL,thermosolar
kmarrier@konmatfix.com,7,14.2,160,electric
kmenter@statholdings.com,8,43.0,111,electric
kmerced@iselectrics.com,2,60.2,92,gas
kmiro@bioholding.com,2,58.5,106,gas
kmiro@rangreen.com,1,65.1,122,electric
kmonarrez@finhigh.com,1,22.2,213,heat pump
kmondella@mathtouch.com,2,15.0,117,gas
kmondella@mathtouch.com,4,65.2,175,gas
kmonterrubio@j-texon.com,1,68.2,188,electric
kmonterrubio@j-texon.com,2,53.0,169,gas
kmorasca@statholdings.com,3,12.2,105,electric
knabours@warephase.com,4,19.2,239,gas
knachor@goodsilron.com,1,16.8,126,thermosolar
knachor@goodsilron.com,2,32.0,99,gas
knayar@stanredtax.com,2,19.9,NULL,electric
kparvis@gogozoom.com,2,23.1,NULL,gas
kpatak@toughzap.com,1,26.5,204,electric
kpatak@toughzap.com,2,70.4,169,thermosolar
kpatak@toughzap.com,4,16.8,209,electric
kpaulas@xx-holding.com,2,102.5,161,gas
kperez@silis.com,1,33.5,144,electric
kpoquette@ron-tech.com,2,17.1,205,electric
kpoullion@dontechi.com,1,34.2,193,electric
kragel@fasehatice.com,2,66.0,131,electric
krauser@bioplex.com,1,82.7,116,electric
kregusters@blackzim.com,1,28.3,112,gas
kregusters@blackzim.com,2,101.7,119,gas
krestrepo@faxquote.com,1,14.7,NULL,electric
krestrepo@faxquote.com,3,13.8,131,gas
krestrepo@treequote.com,2,25.4,171,electric
krhym@mathtouch.com,1,53.2,114,gas
krhymes@dontechi.com,2,84.9,117,thermosolar
kriopelle@hottechi.com,1,13.4,167,electric
krodeigues@xx-holding.com,1,19.0,117,thermosolar
krodenberger@faxquote.com,1,38.9,136,electric
krodenberger@faxquote.com,2,28.5,101,gas
krodenberger@faxquote.com,3,32.7,138,thermosolar
krowling@plussunin.com,2,22.3,192,gas
ksamu@goodsilron.com,2,13.9,211,thermosolar
ksawchuk@singletechno.com,1,12.1,125,electric
ksawchuk@singletechno.com,4,45.3,102,electric
kscheyer@groovestreet.com,1,11.0,NULL,electric
kscriven@donware.com,1,51.3,107,electric
ksemidey@inity.com,4,17.9,155,electric
ksemidey@inity.com,6,24.8,111,gas
kshadrick@green-plus.com,2,53.2,214,electric
kshinko@zumgoity.com,2,38.9,202,heat pump
kskursky@openlane.com,4,40.6,116,gas
kskursky@openlane.com,6,17.3,138,electric
kstem@plussunin.com,2,75.8,143,thermosolar
kstockham@domzoom.com,2,87.1,160,electric
kswayze@rundofase.com,1,19.8,141,electric
kswayze@rundofase.com,2,34.2,116,gas
kswayze@rundofase.com,3,10.4,108,thermosolar
ksweigard@silis.com,1,52.4,101,gas
ktillotson@silis.com,3,30.9,217,electric
ktjepkema@labdrill.com,1,63.4,NULL,thermosolar
kvanheusen@labdrill.com,1,59.9,132,thermosolar
kvenere@doncon.com,1,16.8,118,electric
kvizarro@fasehatice.com,3,77.9,121,electric
kwiklund@faxquote.com,1,13.2,138,gas
kwrinkles@rangreen.com,1,13.1,130,thermosolar
kyori@groovestreet.com,2,51.9,195,gas
kzagen@rundofase.com,3,14.6,151,gas
lankeny@lexiqvolax.com,2,73.6,146,electric
larias@gogozoom.com,3,51.0,95,electric
larias@plexzap.com,2,19.5,117,gas
lauffrey@zoomit.com,1,20.1,115,electric
lbaltimore@kan-code.com,2,26.8,106,electric
lbatman@year-job.com,1,15.9,117,electric
lbennick@konmatfix.com,2,62.5,NULL,gas
lbergesen@bioplex.com,1,48.2,211,gas
lberray@openlane.com,2,58.8,118,electric
lbilden@sonron.com,1,16.0,NULL,thermosolar
lblackwood@kinnamplus.com,2,64.6,112,thermosolar
lbolognia@zoomit.com,1,39.7,NULL,gas
lboord@hottechi.com,2,54.7,127,gas
lboord@hottechi.com,3,15.4,NULL,electric
lboulter@fasehatice.com,2,77.5,172,electric
lbreland@statholdings.com,1,78.3,109,electric
lbriddick@singletechno.com,3,61.7,140,thermosolar
lbrossart@isdom.com,3,41.3,174,electric
lbrucato@dambase.com,3,86.4,114,thermosolar
lbubash@openlane.com,1,36.5,94,electric
lbubash@scotfind.com,1,52.9,97,electric
lburnard@kan-code.com,4,12.3,145,gas
lcaiafa@groovestreet.com,1,82.1,90,electric
lcaiafa@groovestreet.com,6,38.9,127,electric
lcaiafa@groovestreet.com,7,14.9,NULL,gas
lcanlas@donquadtech.com,1,42.1,113,gas
lcartan@konmatfix.com,1,23.6,96,thermosolar
lcetta@bioholding.com,3,78.5,157,electric
lchaffins@plussunin.com,1,10.3,144,gas
lclaucherty@toughzap.com,1,34.2,116,gas
lcolaizzo@bioplex.com,1,16.1,191,heat pump
lcoody@doncon.com,1,38.3,NULL,electric
lcousey@dambase.com,5,80.5,114,electric
lcousey@dambase.com,8,13.1,142,thermosolar
lcousey@dambase.com,9,68.2,157,thermosolar
lcoyier@condax.com,4,56.7,120,electric
lcoyier@condax.com,5,10.4,112,thermosolar
lcoyier@openlane.com,3,34.6,130,gas
lcryer@bioholding.com,1,41.6,201,gas
ldallen@hottechi.com,4,77.1,NULL,electric
ldarakjy@plexzap.com,1,92.4,198,gas
ldarakjy@stanredtax.com,1,15.2,138,electric
ldegonia@inity.com,3,44.8,119,gas
ldegonia@kinnamplus.com,3,10.7,186,electric
ldeleo@codehow.com,2,11.4,107,thermosolar
ldevreese@doncon.com,7,33.7,NULL,electric
ldewar@y-corporation.com,6,70.1,97,electric
ldilello@scotfind.com,1,12.9,134,gas
ldilello@scotfind.com,2,48.3,128,thermosolar
ldopico@warephase.com,1,14.2,141,gas
ldopico@warephase.com,2,66.9,191,electric
leanes@openlane.com,2,32.2,NULL,thermosolar
leanes@zathunicon.com,2,47.0,123,thermosolar
lemard@stanredtax.com,4,24.1,NULL,electric
lemigh@betasoloin.com,1,33.4,106,electric
lennaco@bioplex.com,2,10.1,106,electric
lennaco@streethex.com,1,29.4,101,electric
leschberger@scottech.com,5,19.6,197,electric
lestell@domzoom.com,1,52.0,141,heat pump
lfelger@fasehatice.com,1,25.4,105,electric
lfelger@fasehatice.com,6,45.9,224,electric
lfigeroa@mathtouch.com,5,66.5,115,electric
lflosi@domzoom.com,4,67.8,111,gas
lfoller@konex.com,1,86.7,173,electric
lfoller@konex.com,3,39.9,103,electric
lfunnell@opentech.com,1,44.4,114,electric
lgleich@scottech.com,2,56.2,105,electric
lgotter@xx-zobam.com,1,33.0,233,electric
lgreenbush@sunnamplex.com,1,40.4,144,electric
lharabedian@betatech.com,6,12.6,121,gas
lharnos@finjob.com,1,13.6,105,electric
lharnos@sonron.com,3,61.0,110,electric
lharoldson@toughzap.com,1,94.0,152,heat pump
lhaufler@donquadtech.com,1,30.0,124,gas
lhaufler@rantouch.com,4,15.0,187,electric
lheimann@silis.com,3,10.5,101,gas
lheintzman@plexzap.com,2,18.8,100,electric
lheintzman@year-job.com,1,29.0,113,electric
lheintzman@year-job.com,3,43.3,92,electric
lhellickson@sumace.com,1,35.9,100,electric
lhirpara@blackzim.com,3,15.1,125,electric
lhirpara@blackzim.com,4,49.7,184,electric
lhirpara@golddex.com,3,38.6,154,electric
lhochard@gogozoom.com,8,47.3,206,electric
lhoffis@iselectrics.com,1,15.2,98,electric
lhoffis@iselectrics.com,3,68.8,188,electric
lhoopengardner@statholdings.com,3,57.3,109,electric
lhoopengardner@statholdings.com,4,26.8,140,electric
lhudnall@nam-zim.com,3,14.5,158,thermosolar
ljeanty@scottech.com,2,15.6,110,gas
ljillson@labdrill.com,2,28.5,215,electric
ljurney@scottech.com,1,40.7,150,electric
ljurney@scottech.com,3,45.8,98,thermosolar
ljuvera@faxquote.com,1,25.0,99,thermosolar
ljuvera@faxquote.com,3,40.2,101,gas
lkannady@rantouch.com,1,58.9,182,thermosolar
lkeener@goodsilron.com,2,45.8,102,gas
lkeener@iselectrics.com,2,51.5,119,gas
lkeetch@cancity.com,3,34.7,110,electric
lkiel@finhigh.com,3,19.6,125,gas
lkiel@finhigh.com,10,18.0,153,gas
lkiel@streethex.com,3,13.2,101,electric
lkiel@streethex.com,4,87.2,153,gas
lklang@finhigh.com,1,42.6,136,thermosolar
lklang@xx-zobam.com,2,17.0,124,electric
lkohnert@warephase.com,1,78.1,NULL,gas
lkonopacki@cancity.com,2,31.4,161,heat pump
llace@bioplex.com,1,16.0,NULL,gas
llace@bioplex.com,2,16.0,165,gas
llace@bioplex.com,3,14.5,103,thermosolar
llary@groovestreet.com,4,14.1,113,electric
llary@inity.com,1,43.4,160,electric
llary@inity.com,2,59.8,102,thermosolar
llawler@cancity.com,1,26.9,119,electric
