email,order_entered,heating_seasonal_performance_factor,seasonal_energy_efficiency_rating
dschirpke@donquadtech.com,1,24.9,70.9
dschirpke@donquadtech.com,2,20.6,34.0
dscipione@labdrill.com,3,18.7,51.2
dscipione@labdrill.com,5,29.3,44.1
dscriven@doncon.com,2,17.6,50.5
dshadrick@rantouch.com,1,19.7,46.3
dshadrick@rantouch.com,2,19.8,44.5
dshinko@ontomedia.com,2,20.9,43.9
dshinko@zotware.com,1,21.9,34.2
dskursky@conecom.com,3,25.6,38.5
dskursky@conecom.com,5,21.3,54.7
dskursky@konex.com,1,22.4,39.1
dskursky@konex.com,2,22.5,55.3
dskursky@konex.com,3,20.8,55.6
dslayton@xx-holding.com,1,31.3,27.6
dslayton@xx-holding.com,2,26.7,60.2
dspickerman@fasehatice.com,2,20.4,49.4
dsteffensmeier@cancity.com,1,20.9,47.4
dsteffensmeier@cancity.com,4,17.7,42.4
dsteier@openlane.com,1,27.7,45.5
dstimmel@dalttechnology.com,1,14.2,60.5
dstimmel@dalttechnology.com,2,16.9,49.6
dstimmel@dalttechnology.com,4,22.9,44.5
dstimmel@isdom.com,1,22.4,48.5
dstrassner@plussunin.com,1,19.3,35.6
dsyrop@blackzim.com,1,21.7,42.1
dtawil@donware.com,1,26.7,23.7
dtawil@donware.com,2,18.5,33.5
dtimenez@gogozoom.com,1,32.8,40.4
dtoelkes@bioplex.com,1,17.5,56.9
dtomasulo@toughzap.com,2,23.7,39.0
dtomasulo@toughzap.com,7,22.4,35.9
dturinetti@conecom.com,3,21.6,55.1
dupthegrove@year-job.com,4,21.4,56.9
dvocelka@rangreen.com,1,20.8,41.7
dwardrip@inity.com,1,28.2,49.8
dwardrip@inity.com,4,15.0,35.6
dwaycott@newex.com,1,18.1,57.0
dwaycott@newex.com,2,30.1,49.2
dwaycott@newex.com,4,17.9,63.3
dweglarz@hatfan.com,2,22.7,51.7
dwenner@dambase.com,3,17.8,41.5
dwenner@dambase.com,4,20.8,48.1
dwenner@mathtouch.com,2,22.4,44.1
dwieser@kan-code.com,1,25.9,30.7
dwiklund@kinnamplus.com,1,18.0,56.8
dwiklund@kinnamplus.com,6,20.6,24.8
dyglesias@sonron.com,3,22.8,40.1
dyori@bioholding.com,1,23.7,58.0
dyori@stanredtax.com,4,20.8,52.0
dzepp@donware.com,1,18.9,46.5
dzepp@donware.com,3,22.3,37.8
dzurcher@finjob.com,1,21.7,29.6
dzurcher@plexzap.com,1,32.4,24.1
dzurcher@plexzap.com,2,24.2,50.9
dzurcher@rundofase.com,3,24.3,47.5
eagramonte@openlane.com,2,17.8,33.4
eagramonte@openlane.com,6,14.7,35.6
ealbares@stanredtax.com,1,27.0,34.9
eamyot@sumace.com,3,18.4,23.3
ebaltimore@labdrill.com,1,25.4,38.3
ebaltimore@labdrill.com,3,23.8,46.1
ebayless@rundofase.com,1,26.1,47.5
ebergesen@dontechi.com,1,26.4,37.0
ebirkner@conecom.com,2,24.3,46.5
ebitsuie@labdrill.com,3,25.1,59.9
eblunk@plusstrip.com,1,22.1,52.9
eblunk@plusstrip.com,8,20.9,30.1
eblunk@plusstrip.com,9,23.4,54.4
eboord@nam-zim.com,1,22.3,51.0
ebreland@konex.com,1,29.0,45.7
ebriddick@ontomedia.com,1,16.7,56.3
ebriddick@ontomedia.com,2,20.9,45.6
ebrideau@conecom.com,1,15.7,56.1
ecanlas@labdrill.com,2,20.3,41.5
ecanlas@labdrill.com,3,25.5,49.0
ecartan@labdrill.com,1,25.7,61.6
ecartan@labdrill.com,2,25.1,43.1
ecartan@streethex.com,2,20.5,45.1
ecaudy@xx-holding.com,1,17.6,55.4
ecaudy@xx-holding.com,2,24.8,42.8
ecoody@openlane.com,2,25.3,39.4
ecoody@openlane.com,3,21.3,40.8
ecoody@treequote.com,1,17.7,38.6
ecoody@treequote.com,3,18.1,29.5
ecoody@treequote.com,5,25.3,25.7
ecoody@treequote.com,6,9.9,58.5
ecork@donquadtech.com,1,17.6,48.9
ecorrington@opentech.com,2,26.2,53.4
ecorrio@rundofase.com,2,17.7,53.3
ecorrio@yearin.com,1,22.9,40.2
ecoyier@dontechi.com,1,30.9,40.7
ecoyier@singletechno.com,1,23.9,61.8
edarakjy@faxquote.com,2,23.3,61.4
edarakjy@faxquote.com,3,24.5,28.4
edarakjy@statholdings.com,2,23.1,41.7
edarakjy@statholdings.com,3,22.5,30.1
edegroot@plussunin.com,1,30.3,24.0
edegroot@plussunin.com,2,29.0,32.0
edegroot@plussunin.com,3,22.2,35.9
edelasancha@betatech.com,3,19.7,47.3
edeleo@kan-code.com,1,19.4,38.0
edeleo@kan-code.com,3,30.5,60.1
edemesa@labdrill.com,1,21.9,45.1
edilello@doncon.com,3,23.6,37.5
edilliard@warephase.com,1,21.0,40.2
edopico@kan-code.com,2,26.0,41.6
eeanes@faxquote.com,1,15.5,36.1
eehmann@zotware.com,1,24.0,43.4
eengelberg@bioholding.com,1,20.6,37.8
eengelberg@inity.com,1,28.6,41.3
eengelberg@inity.com,3,24.5,33.1
eengelberg@inity.com,4,21.6,46.4
eengelberg@toughzap.com,1,21.3,45.7
eeroman@yearin.com,4,25.5,37.2
eeroman@yearin.com,6,21.3,54.8
eeroman@yearin.com,7,21.9,46.8
eeroman@yearin.com,8,15.2,35.4
eferencz@newex.com,1,28.1,36.8
efillingim@codehow.com,4,32.2,64.7
efillingim@codehow.com,7,22.6,43.0
efrancescon@rundofase.com,2,23.2,44.9
efredicks@zencorporation.com,2,25.2,36.1
efredicks@zencorporation.com,3,23.6,49.2
egato@streethex.com,4,21.4,43.0
egleich@cancity.com,2,26.4,49.9
egleich@cancity.com,4,28.3,45.0
egotter@rundofase.com,1,22.3,49.2
egotter@rundofase.com,3,22.3,40.2
egotter@rundofase.com,4,16.7,8.2
eharoldson@toughzap.com,2,13.7,46.5
eharoldson@toughzap.com,3,31.2,46.3
eharoldson@toughzap.com,4,20.9,26.2
eharoldson@toughzap.com,6,23.0,56.6
ehauenstein@donware.com,4,23.7,52.4
ehengel@streethex.com,2,22.3,30.0
ehengel@streethex.com,3,20.7,54.9
ehengel@streethex.com,4,32.0,42.8
ehoneywell@doncon.com,1,20.0,51.6
ehoneywell@doncon.com,2,19.4,48.6
ehoopengardner@newex.com,1,19.9,55.7
ehoopengardner@newex.com,3,20.5,61.8
ehudnall@hottechi.com,2,21.6,27.1
ejeanty@donware.com,2,21.6,47.6
ekarpin@domzoom.com,4,23.9,46.8
ekeneipp@sunnamplex.com,1,33.4,55.3
ekohl@konmatfix.com,1,18.4,31.7
ekolmetz@konex.com,1,27.0,69.8
ekolmetz@konex.com,2,20.8,41.3
ekonopacki@plusstrip.com,1,30.1,52.2
ekonopacki@plusstrip.com,2,22.3,36.6
ekonopacki@rangreen.com,1,23.3,61.5
ekonopacki@rangreen.com,2,14.6,37.2
ekonopacki@rangreen.com,3,16.8,42.6
ekulzer@toughzap.com,1,24.6,41.0
elabreche@hottechi.com,1,21.0,36.9
elietz@betasoloin.com,1,17.2,25.2
elorens@hatfan.com,2,24.1,46.6
elorens@inity.com,1,20.5,33.6
eluczki@faxquote.com,1,17.8,65.7
eluczki@faxquote.com,2,21.5,49.4
emaybury@hatfan.com,1,29.0,36.5
emcdoniel@green-plus.com,1,28.6,23.1
emcdoniel@green-plus.com,3,22.9,37.0
emelnyk@dambase.com,4,16.9,20.8
ementer@zumgoity.com,1,15.8,53.2
emodzelewski@donquadtech.com,1,22.2,45.5
emodzelewski@donquadtech.com,2,18.1,49.8
emodzelewski@donquadtech.com,4,26.1,40.5
emodzelewski@scotfind.com,3,21.3,40.1
emonterrubio@iselectrics.com,1,23.8,42.2
emorocco@condax.com,1,25.6,31.8
emorocco@condax.com,2,21.1,41.4
emorocco@condax.com,3,25.0,50.3
emoyd@dambase.com,3,24.7,42.6
emyricks@betatech.com,2,23.4,55.0
emyricks@betatech.com,3,16.7,38.9
emyricks@dalttechnology.com,1,23.5,30.4
enunlee@dalttechnology.com,1,17.9,62.7
enunlee@dalttechnology.com,3,21.7,27.6
enunlee@dalttechnology.com,4,22.2,24.1
eoles@sonron.com,1,19.6,38.8
eoles@sonron.com,2,17.6,50.4
eoles@sonron.com,4,25.5,41.7
epaa@zumgoity.com,2,29.2,29.8
epagliuca@singletechno.com,1,16.0,31.8
eperez@newex.com,1,20.6,49.6
eperin@fasehatice.com,3,22.4,46.8
eragel@yearin.com,1,31.0,48.0
eragel@yearin.com,2,25.4,58.4
eregusters@dalttechnology.com,1,19.5,42.4
ereiber@zathunicon.com,3,22.2,32.9
erentfro@codehow.com,1,21.8,38.7
erentfro@codehow.com,4,25.8,61.6
erestrepo@xx-holding.com,1,14.7,51.7
erhymes@faxquote.com,1,16.1,55.7
erhymes@faxquote.com,3,18.1,61.3
erim@sunnamplex.com,3,28.3,60.8
erim@zathunicon.com,1,26.5,49.1
erodeigues@toughzap.com,3,18.1,45.0
erodenberger@betasoloin.com,1,21.5,43.3
erulapaugh@dontechi.com,3,21.6,47.0
erulapaugh@groovestreet.com,1,21.5,59.6
erulapaugh@silis.com,3,16.3,41.9
esaras@y-corporation.com,1,22.7,42.1
esaras@y-corporation.com,2,32.1,56.5
esaras@y-corporation.com,3,16.5,58.8
esaulter@iselectrics.com,1,17.1,40.0
eschieler@y-corporation.com,4,26.7,49.1
esemidey@dontechi.com,1,25.3,65.6
esemidey@dontechi.com,3,16.2,38.1
esemidey@dontechi.com,6,19.2,45.8
esengbusch@betasoloin.com,3,22.1,59.9
esergi@newex.com,1,27.6,56.6
esimilton@blackzim.com,1,17.9,46.4
eskursky@singletechno.com,3,28.0,45.8
espickerman@gogozoom.com,2,25.0,50.9
espickerman@gogozoom.com,3,14.9,50.3
espickerman@gogozoom.com,5,24.1,60.5
espringe@rantouch.com,4,25.6,36.8
estaback@silis.com,1,27.5,45.9
estaback@silis.com,3,20.7,34.2
estaback@silis.com,4,22.2,53.3
estem@zoomit.com,2,22.2,32.2
eswayze@sunnamplex.com,2,28.0,50.0
esweely@labdrill.com,1,21.3,32.7
etegarden@plexzap.com,3,27.6,57.0
etheodorov@sumace.com,1,22.8,73.7
etheodorov@sumace.com,3,16.0,46.8
ethreets@xx-holding.com,2,17.3,42.1
ethyberg@xx-zobam.com,4,19.7,48.1
ethyberg@xx-zobam.com,7,23.5,33.5
etillotson@ron-tech.com,3,23.7,44.2
etollner@opentech.com,1,18.0,38.1
etollner@opentech.com,2,27.4,40.0
etoyama@y-corporation.com,2,24.7,52.6
eupthegrove@zumgoity.com,2,17.7,21.5
evillanueva@scottech.com,1,22.7,60.1
evocelka@opentech.com,1,25.9,41.6
ewalthall@betasoloin.com,1,25.1,25.5
ewardrip@ontomedia.com,4,24.0,30.5
ewide@groovestreet.com,1,20.6,46.3
ewolny@year-job.com,1,21.5,37.3
eyaw@treequote.com,1,21.8,51.4
eyum@plusstrip.com,1,25.8,28.0
ezagen@doncon.com,1,26.6,53.1
ezagen@doncon.com,3,25.8,41.4
ezagen@doncon.com,4,26.7,54.4
ezane@labdrill.com,2,19.1,52.3
ezane@labdrill.com,3,24.6,33.9
ezepp@zathunicon.com,1,19.0,45.9
fabdallah@y-corporation.com,1,26.4,47.0
fandreason@kinnamplus.com,1,21.5,31.1
fankeny@year-job.com,1,26.8,27.9
fankeny@year-job.com,3,23.4,60.5
fankeny@year-job.com,4,29.8,52.9
farceo@bioplex.com,1,17.4,46.1
fbarfield@y-corporation.com,1,18.0,65.3
fbartolet@rundofase.com,2,23.4,63.5
fbartolet@xx-zobam.com,1,19.3,45.8
fbitsuie@finhigh.com,3,23.1,41.6
fbrossart@toughzap.com,1,24.2,42.5
fbrossart@toughzap.com,3,30.2,55.7
fbrossart@toughzap.com,4,26.4,39.4
fbubash@nam-zim.com,1,23.1,27.1
fbubash@nam-zim.com,3,31.1,39.7
fcallaro@groovestreet.com,2,25.1,44.0
fcampain@mathtouch.com,3,22.4,28.0
fcaudy@newex.com,2,17.6,44.3
fchaffins@zathunicon.com,3,18.2,62.0
fchaffins@zathunicon.com,4,28.5,46.4
fchaffins@zathunicon.com,5,20.4,48.1
fchaffins@zathunicon.com,6,25.9,27.5
fchui@conecom.com,3,20.3,58.0
fchui@conecom.com,6,23.5,29.6
fcloney@rantouch.com,1,19.3,51.0
fcolla@statholdings.com,1,18.7,28.0
fcolla@statholdings.com,3,21.1,31.8
fcolla@statholdings.com,4,24.8,40.8
fcookey@rangreen.com,1,26.7,53.9
fcookey@rangreen.com,2,22.6,39.6
fcorrio@plussunin.com,1,19.5,51.0
fdenooyer@newex.com,1,15.3,34.5
fdenooyer@newex.com,3,28.0,47.4
fdinos@yearin.com,1,20.0,57.7
fdopico@statholdings.com,1,16.3,44.9
fduenas@labdrill.com,1,21.2,34.8
fennaco@mathtouch.com,1,25.7,25.6
fennaco@mathtouch.com,2,20.0,51.2
fennaco@mathtouch.com,3,19.4,59.4
feroman@newex.com,2,21.2,42.6
feschberger@fasehatice.com,2,21.1,53.5
feschberger@fasehatice.com,3,23.4,61.6
ffigeroa@isdom.com,2,24.7,68.4
ffigeroa@isdom.com,3,27.6,39.7
ffigeroa@lexiqvolax.com,1,20.6,40.2
ffigeroa@lexiqvolax.com,2,27.6,36.7
ffigeroa@lexiqvolax.com,3,27.8,38.8
fflister@ganjaflex.com,2,14.5,40.0
fflister@ganjaflex.com,3,25.1,63.4
ffortino@faxquote.com,1,13.9,48.3
ffortino@faxquote.com,2,23.8,50.0
ffredicks@ganjaflex.com,1,21.2,35.9
ffredicks@ganjaflex.com,2,20.8,46.5
ffunnell@j-texon.com,3,22.8,52.1
fgabisi@ontomedia.com,2,20.4,60.9
fgood@mathtouch.com,1,18.7,50.4
fgood@mathtouch.com,4,24.3,64.3
fgood@mathtouch.com,6,30.8,43.8
fgrenet@konmatfix.com,4,19.8,39.6
fgrenet@konmatfix.com,5,19.2,36.5
fhamilton@golddex.com,3,19.6,61.7
fharoldson@sonron.com,1,25.7,37.2
fharoldson@sonron.com,3,23.8,47.4
fharoldson@sonron.com,4,22.1,37.3
fharoldson@sonron.com,6,17.2,49.3
fharoldson@sonron.com,7,21.3,45.6
fhaufler@donquadtech.com,4,22.6,41.2
fhaufler@donquadtech.com,5,26.8,40.9
fherritt@singletechno.com,1,23.7,37.7
fherritt@singletechno.com,2,20.2,56.1
fhoffis@nam-zim.com,2,23.6,36.2
fhollack@sonron.com,2,18.5,33.7
fhughey@green-plus.com,1,22.5,33.3
fhughey@green-plus.com,3,18.3,24.8
finouye@y-corporation.com,2,24.7,31.4
fisenhower@betasoloin.com,1,28.0,43.1
fjurney@isdom.com,3,11.8,31.9
fkaniecki@plussunin.com,1,21.1,53.9
fkannady@treequote.com,2,24.8,50.5
fkannady@treequote.com,3,33.0,27.9
fklang@cancity.com,5,12.7,64.6
fkohnert@condax.com,2,22.6,31.3
fkohnert@condax.com,4,26.5,26.4
fkolmetz@xx-holding.com,2,23.7,52.4
fkolmetz@xx-holding.com,3,17.9,44.2
flary@doncon.com,1,19.9,30.7
flary@doncon.com,3,21.9,51.2
fleto@sumace.com,1,16.8,42.4
flizama@dontechi.com,3,24.2,50.2
flizama@dontechi.com,5,29.6,43.3
flizama@dontechi.com,6,17.0,62.4
florens@lexiqvolax.com,1,24.1,37.4
florens@y-corporation.com,1,23.9,47.3
florens@y-corporation.com,3,22.0,61.6
florens@y-corporation.com,4,14.9,33.5
fmaillard@codehow.com,1,20.7,41.8
fmaillard@codehow.com,3,20.8,48.6
fmalet@sunnamplex.com,1,32.5,53.1
fmarrier@condax.com,1,17.7,53.3
fmarrier@condax.com,3,17.1,49.9
fmconnell@treequote.com,1,22.1,68.5
fmconnell@treequote.com,5,15.3,39.4
fmerced@iselectrics.com,2,21.9,34.8
fmerced@konmatfix.com,2,21.7,51.7
fmerced@konmatfix.com,3,26.4,55.1
fmodzelewski@conecom.com,2,17.8,40.9
fmorasca@domzoom.com,1,15.5,47.4
fmulqueen@donquadtech.com,1,18.5,52.1
fneither@statholdings.com,6,22.3,45.2
fnewville@bioplex.com,1,22.1,49.6
fnewville@cancity.com,3,17.3,49.6
fnewville@cancity.com,5,22.1,35.3
fnunlee@dalttechnology.com,4,23.6,43.9
fohms@zumgoity.com,2,25.6,32.8
fohms@zumgoity.com,3,23.9,48.1
fonofrio@inity.com,2,21.8,51.2
fonofrio@inity.com,4,18.6,49.4
fonofrio@inity.com,6,22.6,46.6
fonofrio@inity.com,8,23.3,36.7
fpaskin@sumace.com,3,22.2,31.1
fpatak@bioplex.com,1,21.9,52.1
fpatak@bioplex.com,3,24.8,67.2
fpaulas@ron-tech.com,1,21.5,53.1
fpedrozo@domzoom.com,1,25.7,44.0
fpedrozo@domzoom.com,2,20.8,33.9
fpedrozo@domzoom.com,3,19.7,52.6
fpedrozo@rundofase.com,1,21.7,40.5
fpedrozo@rundofase.com,3,25.9,30.6
fperruzza@codehow.com,1,20.1,31.6
fperruzza@codehow.com,3,27.8,47.0
fperruzza@codehow.com,4,29.6,58.3
fpoquette@rantouch.com,1,27.7,47.1
fpoullion@iselectrics.com,1,25.2,41.4
fpoullion@iselectrics.com,3,23.9,33.7
freiber@ganjaflex.com,1,25.2,35.3
freiber@ganjaflex.com,4,20.1,38.8
freiber@ganjaflex.com,5,24.3,45.8
frowling@doncon.com,1,17.2,49.9
frulapaugh@stanredtax.com,1,20.7,57.4
fscriven@streethex.com,2,14.9,30.5
fshealy@labdrill.com,1,26.7,42.6
fshealy@labdrill.com,2,25.5,42.6
fshealy@labdrill.com,3,13.1,29.1
fshin@ganjaflex.com,1,19.2,43.6
fshinko@iselectrics.com,2,24.1,48.0
fshinko@iselectrics.com,3,18.3,20.6
fsilvestrini@scotfind.com,1,23.4,39.1
fsimilton@toughzap.com,1,21.4,45.4
fsimilton@toughzap.com,3,22.8,57.6
fsimilton@toughzap.com,4,22.9,27.7
fslusarski@dalttechnology.com,3,19.3,40.4
fslusarski@dalttechnology.com,4,20.2,40.3
fstem@zotware.com,1,19.0,43.7
fstem@zotware.com,2,23.7,43.3
fstorment@rundofase.com,4,25.1,53.7
fstrassner@bioholding.com,1,27.6,52.8
fstrassner@bioholding.com,2,22.5,49.0
fstrassner@bioholding.com,3,30.3,55.7
ftimenez@y-corporation.com,1,21.8,50.6
fvocelka@conecom.com,1,23.0,33.9
fwalthall@ganjaflex.com,1,19.7,60.3
fwalthall@ganjaflex.com,6,21.2,49.6
fwalthall@ganjaflex.com,7,21.6,38.2
fwalthall@ganjaflex.com,10,23.3,37.6
fwalthall@ganjaflex.com,12,27.8,55.6
fwhobrey@streethex.com,1,25.5,43.1
fwhobrey@streethex.com,4,14.8,44.9
fwiklund@groovestreet.com,2,19.6,33.2
fwitten@rantouch.com,3,16.0,49.8
fwolny@yearin.com,1,21.4,51.8
fwolny@yearin.com,3,28.6,55.9
fworlds@stanredtax.com,2,23.5,48.3
gamyot@finjob.com,1,24.2,46.6
gamyot@finjob.com,2,29.2,38.4
gandreason@conecom.com,1,17.5,55.2
gankeny@rundofase.com,1,25.9,51.0
garceo@labdrill.com,3,24.6,49.5
garceo@treequote.com,1,21.4,61.5
garceo@treequote.com,2,22.8,33.8
garedondo@year-job.com,2,18.2,42.5
gasar@konmatfix.com,1,19.0,42.8
gauffrey@hottechi.com,2,22.7,58.5
gauffrey@hottechi.com,3,19.1,37.7
gauffrey@hottechi.com,6,16.5,40.6
gbachman@golddex.com,2,23.6,40.6
gbatman@streethex.com,2,22.9,43.1
gbatman@streethex.com,3,20.3,26.8
gberray@hottechi.com,1,20.0,31.9
gberray@hottechi.com,3,20.4,50.0
gberray@hottechi.com,4,23.7,46.4
gbiddy@donquadtech.com,1,20.4,33.2
gbolognia@year-job.com,1,26.4,46.9
gbookamer@streethex.com,1,29.7,59.9
gbutt@plussunin.com,1,16.5,64.8
gbutt@plussunin.com,2,13.9,48.0
gbutzen@streethex.com,2,24.4,51.1
gbuzick@yearin.com,1,27.8,47.1
gcaiafa@j-texon.com,2,29.1,39.5
gcaiafa@j-texon.com,3,17.3,38.8
gcaldarera@lexiqvolax.com,4,27.9,52.4
gcaldarera@zathunicon.com,3,17.4,54.0
gcaldarera@zathunicon.com,5,24.3,63.5
gcandlish@ron-tech.com,2,19.7,57.5
gcandlish@ron-tech.com,3,21.4,37.7
gcaudy@doncon.com,1,18.6,57.6
gcaudy@doncon.com,3,18.5,50.1
gchaffins@stanredtax.com,4,17.8,53.5
gchui@fasehatice.com,1,22.9,44.9
gchui@fasehatice.com,2,24.8,39.9
gchui@ontomedia.com,1,20.7,35.3
gchui@ontomedia.com,2,21.3,35.5
gcorrington@ontomedia.com,1,26.7,61.0
gcorrington@ontomedia.com,2,21.9,48.2
gcorrington@ontomedia.com,3,23.3,56.5
gcorrington@y-corporation.com,1,19.8,44.3
gcorrio@plexzap.com,4,23.2,45.1
gcorrio@plexzap.com,7,25.6,61.5
gcousey@doncon.com,1,25.4,29.9
gcousey@doncon.com,2,21.1,46.3
gcousey@doncon.com,3,21.1,33.5
gcoyier@cancity.com,2,24.0,39.4
gcoyier@green-plus.com,1,25.6,37.5
gcoyier@groovestreet.com,3,18.8,53.0
gcoyier@groovestreet.com,4,24.2,32.1
gcoyier@groovestreet.com,5,15.0,31.4
gcoyier@groovestreet.com,7,16.7,69.3
gcronauer@xx-holding.com,4,17.6,52.6
gcronauer@xx-holding.com,5,24.5,31.6
gcronauer@xx-holding.com,6,18.0,43.5
gdelasancha@hottechi.com,1,24.5,53.9
gdelasancha@hottechi.com,3,25.9,52.2
gdelasancha@hottechi.com,4,22.8,35.5
gdelasancha@j-texon.com,1,23.1,60.1
gdelasancha@j-texon.com,2,26.1,15.5
gdelasancha@j-texon.com,3,18.1,55.0
gdelasancha@scotfind.com,1,26.7,67.5
gdelasancha@scotfind.com,2,27.1,38.9
gdelasancha@sumace.com,1,27.6,42.4
gdopico@warephase.com,1,15.7,58.4
gdopico@warephase.com,2,29.1,25.7
gduenas@funholding.com,2,20.6,19.2
gduenas@funholding.com,4,20.3,47.4
gduenas@iselectrics.com,2,26.3,63.2
geschberger@donware.com,1,30.2,51.2
geschberger@donware.com,2,25.7,33.7
geschberger@donware.com,3,16.8,39.0
geschberger@donware.com,7,24.6,65.0
gferrario@domzoom.com,3,14.2,35.0
gferrario@konex.com,1,22.4,34.9
gfishburne@dambase.com,1,16.8,36.8
gfishburne@dambase.com,3,18.1,48.5
gfishburne@plexzap.com,1,21.5,45.5
gfishburne@plusstrip.com,3,32.2,21.1
gflosi@condax.com,1,18.5,43.7
ggabisi@codehow.com,2,26.8,38.6
ggabisi@ganjaflex.com,1,17.8,38.2
ggellinger@codehow.com,1,24.2,47.3
ggellinger@codehow.com,2,26.9,63.1
ggellinger@xx-zobam.com,3,19.3,52.4
ggesick@nam-zim.com,1,15.9,38.2
ggibes@ron-tech.com,3,21.3,45.3
ggiguere@scotfind.com,3,16.4,15.9
ggiguere@scotfind.com,4,28.2,43.5
ggiguere@scotfind.com,5,22.3,51.5
ggiguere@scotfind.com,6,16.3,46.0
ggiguere@scotfind.com,7,17.2,55.3
ggiguere@singletechno.com,1,24.1,41.1
ggiguere@singletechno.com,3,25.8,45.8
ggillian@scottech.com,3,27.6,56.0
ggleich@zathunicon.com,3,24.5,49.2
gglick@sonron.com,1,19.3,25.1
gglick@sonron.com,2,19.7,31.6
gglick@sonron.com,3,20.1,53.3
ggood@silis.com,1,15.7,43.1
ggood@silis.com,2,25.1,33.5
ggood@xx-holding.com,1,17.5,44.2
ggotter@zumgoity.com,5,28.4,26.5
ggreenbush@zotware.com,2,26.8,41.9
ghagele@bioholding.com,2,21.3,56.7
ghagele@bioholding.com,3,13.7,30.1
ghamilton@doncon.com,1,17.4,33.6
ghaufler@hatfan.com,1,24.9,43.1
ghoa@inity.com,1,17.2,47.8
ghoa@inity.com,2,30.0,36.8
ghoa@inity.com,5,22.4,41.4
ghoffis@dambase.com,1,16.6,54.9
ghoffis@ganjaflex.com,1,17.6,36.4
ghoffis@ganjaflex.com,2,23.3,23.4
ghoffis@ganjaflex.com,3,16.4,58.7
ghoffis@ganjaflex.com,4,18.1,30.3
ghoffis@year-job.com,1,19.6,28.3
ghollack@opentech.com,2,27.8,27.6
ghollack@opentech.com,3,27.4,44.7
ghughey@y-corporation.com,1,24.4,36.7
ginouye@scottech.com,1,15.8,55.5
ginouye@scottech.com,2,20.8,43.8
gkannady@finhigh.com,2,20.7,36.9
gkannady@finhigh.com,3,20.2,46.6
gkannady@yearin.com,1,20.1,28.0
gkardas@ganjaflex.com,1,19.7,53.4
gkardas@groovestreet.com,1,25.7,49.9
gkarpel@goodsilron.com,1,18.8,24.9
gkarpel@goodsilron.com,2,21.1,30.3
gkarpel@goodsilron.com,4,29.3,40.9
gkarpel@goodsilron.com,8,22.1,42.9
gkarpel@goodsilron.com,9,19.4,33.2
gkeener@plussunin.com,2,24.5,26.5
gkeener@plussunin.com,3,28.3,38.0
gkiel@plussunin.com,2,23.5,38.5
gkippley@xx-holding.com,2,18.4,47.6
gkippley@xx-holding.com,7,20.3,30.8
gklonowski@iselectrics.com,1,15.4,30.3
gklusman@openlane.com,1,12.7,56.5
gklusman@openlane.com,3,20.5,30.3
gknipp@scotfind.com,1,24.2,40.5
gknipp@scotfind.com,3,21.9,34.7
gknipp@scotfind.com,5,15.3,45.9
gkusko@singletechno.com,1,18.9,49.6
glapage@konex.com,1,25.6,42.6
glawler@hottechi.com,1,18.4,52.0
glimmel@lexiqvolax.com,1,19.8,33.7
glimmel@scottech.com,4,25.2,41.7
glimmel@scottech.com,6,16.2,21.5
glimmel@scottech.com,7,28.7,60.0
glipke@zathunicon.com,3,20.3,34.5
glipkin@iselectrics.com,1,21.8,42.4
glipkin@iselectrics.com,2,22.0,26.8
gliukko@kinnamplus.com,4,22.8,49.8
gliukko@kinnamplus.com,5,22.0,76.5
gliukko@kinnamplus.com,6,22.9,47.9
gloader@dontechi.com,2,24.3,45.8
glueckenbach@faxquote.com,2,22.1,37.0
glukasik@streethex.com,2,27.1,24.1
gmadarang@dalttechnology.com,3,23.6,29.5
gmadarang@lexiqvolax.com,1,22.4,33.3
gmaile@betatech.com,1,15.0,40.4
gmarrier@rantouch.com,1,29.9,39.8
gmaybury@opentech.com,1,22.9,52.1
gmaynerich@plussunin.com,3,22.5,50.9
gmccullan@opentech.com,2,26.9,62.0
gmccullan@opentech.com,3,25.5,32.6
gmccullan@opentech.com,4,20.9,44.2
gmccullan@opentech.com,5,16.6,55.2
gmcnease@betasoloin.com,1,23.5,38.3
gmcrae@inity.com,4,21.8,51.7
gmeinerding@fasehatice.com,4,17.9,58.7
gmeinerding@fasehatice.com,5,20.9,29.0
gmeteer@scottech.com,2,18.1,42.7
gmeteer@scottech.com,3,20.6,28.8
gmiceli@betasoloin.com,1,24.5,41.0
gmotley@zencorporation.com,2,27.9,53.7
gmunis@kan-code.com,1,17.3,49.8
gmunis@kan-code.com,2,28.7,36.8
gmunis@kan-code.com,3,20.3,40.9
gnicka@ron-tech.com,2,18.4,41.7
gnicka@ron-tech.com,5,22.5,49.6
gnicka@ron-tech.com,6,26.5,47.3
gnicolozakes@dambase.com,2,20.3,44.2
gnicolozakes@dambase.com,3,15.1,41.7
gnunlee@treequote.com,5,22.8,45.7
gostrosky@zoomit.com,1,13.5,46.4
gostrosky@zoomit.com,2,23.8,43.9
gpalaia@xx-zobam.com,1,22.0,39.8
gpaprocki@dontechi.com,2,21.4,36.3
gpaprocki@dontechi.com,3,16.2,49.4
gparlato@faxquote.com,1,25.6,33.1
gparlato@faxquote.com,3,19.5,24.1
gpedrozo@betatech.com,4,21.3,44.4
gpedrozo@betatech.com,7,20.4,44.7
gpedrozo@betatech.com,8,30.4,35.1
gpedrozo@betatech.com,9,19.2,34.7
