email,order_entered,energy_source
fonofrio@inity.com,4,electric
fonofrio@inity.com,5,gas
fonofrio@inity.com,7,fuel oil
fpaskin@sumace.com,2,gas
fpedrozo@rundofase.com,2,electric
fperruzza@codehow.com,4,electric
fperruzza@codehow.com,6,electric
fpoullion@iselectrics.com,2,electric
freiber@ganjaflex.com,2,electric
freiber@ganjaflex.com,3,electric
freiber@ganjaflex.com,6,gas
freiber@ganjaflex.com,7,electric
frowling@doncon.com,1,electric
frulapaugh@finjob.com,1,gas
frulapaugh@stanredtax.com,2,electric
frulapaugh@stanredtax.com,3,electric
frulapaugh@streethex.com,3,electric
fseewald@condax.com,1,electric
fseewald@condax.com,2,fuel oil
fseewald@condax.com,3,electric
fshin@ganjaflex.com,1,gas
fshinko@iselectrics.com,3,electric
fslusarski@dalttechnology.com,2,electric
fslusarski@dalttechnology.com,5,electric
fslusarski@dalttechnology.com,7,electric
fstem@zotware.com,1,fuel oil
fstem@zotware.com,2,gas
fstem@zotware.com,4,electric
ftoelkes@zotware.com,1,gas
ftoelkes@zotware.com,3,electric
fwalthall@ganjaflex.com,8,electric
fwalthall@ganjaflex.com,10,electric
fwaycott@betatech.com,1,gas
fwhobrey@streethex.com,1,electric
fwhobrey@streethex.com,2,gas
fwiklund@groovestreet.com,3,electric
fwitten@rantouch.com,2,electric
fzagen@donquadtech.com,1,electric
fzagen@donquadtech.com,2,gas
gamyot@finjob.com,1,gas
gamyot@finjob.com,2,electric
gamyot@finjob.com,4,electric
garedondo@year-job.com,1,gas
garedondo@year-job.com,2,gas
garedondo@year-job.com,4,gas
gasar@cancity.com,2,electric
gauffrey@hottechi.com,3,electric
gauffrey@hottechi.com,4,gas
gauffrey@hottechi.com,5,electric
gauffrey@konmatfix.com,2,gas
gauffrey@konmatfix.com,3,electric
gbachman@golddex.com,2,electric
gbachman@golddex.com,3,gas
gbatman@streethex.com,2,fuel oil
gbennick@ganjaflex.com,1,fuel oil
gberlanga@silis.com,3,electric
gberray@hottechi.com,1,gas
gberray@hottechi.com,3,electric
gbevelacqua@zencorporation.com,3,electric
gbevelacqua@zencorporation.com,4,fuel oil
gbolognia@year-job.com,3,electric
gbubash@rangreen.com,1,electric
gbutt@plussunin.com,4,electric
gbutzen@streethex.com,4,fuel oil
gcaiafa@j-texon.com,1,electric
gcaiafa@j-texon.com,2,gas
gcaldarera@lexiqvolax.com,3,electric
gcaldarera@lexiqvolax.com,4,gas
gcaldarera@lexiqvolax.com,5,electric
gcaldarera@zathunicon.com,2,electric
gcaldarera@zathunicon.com,3,gas
gcaldarera@zathunicon.com,6,electric
gcampain@fasehatice.com,2,electric
gcandlish@ron-tech.com,3,fuel oil
gcanlas@ganjaflex.com,1,electric
gcaudy@doncon.com,2,electric
gcaudy@doncon.com,3,electric
gchaffins@stanredtax.com,1,gas
gchui@fasehatice.com,1,electric
gcolaizzo@xx-holding.com,1,electric
gcorrington@ontomedia.com,1,electric
gcorrington@ontomedia.com,2,gas
gcousey@newex.com,3,electric
gcoyier@groovestreet.com,1,gas
gcoyier@groovestreet.com,2,gas
gcronauer@xx-holding.com,6,electric
gdelasancha@hottechi.com,1,gas
gdelasancha@hottechi.com,2,gas
gdelasancha@hottechi.com,3,electric
gdelasancha@j-texon.com,1,gas
gdelasancha@j-texon.com,3,gas
gdelasancha@scotfind.com,1,gas
gdelasancha@scotfind.com,3,electric
gdelasancha@scottech.com,3,electric
gdelasancha@sumace.com,1,gas
gdilliard@groovestreet.com,1,electric
gdilliard@groovestreet.com,3,gas
gdinos@zencorporation.com,1,gas
gdopico@warephase.com,2,fuel oil
gduenas@funholding.com,1,electric
gduenas@funholding.com,3,fuel oil
gduenas@iselectrics.com,1,fuel oil
gduenas@iselectrics.com,2,electric
gehmann@cancity.com,2,electric
gennaco@rundofase.com,3,electric
gennaco@rundofase.com,4,electric
geschberger@donware.com,1,electric
geschberger@donware.com,4,electric
geschberger@donware.com,6,electric
gestell@newex.com,1,gas
gestell@newex.com,2,electric
gferrario@domzoom.com,3,gas
gferrario@domzoom.com,4,electric
gferrario@domzoom.com,5,electric
gferrario@domzoom.com,7,fuel oil
gferrario@konex.com,2,electric
gfigeroa@kinnamplus.com,2,electric
gfigeroa@kinnamplus.com,3,electric
gfishburne@dambase.com,1,electric
gfishburne@dambase.com,2,gas
gfishburne@plusstrip.com,3,electric
ggabisi@codehow.com,3,electric
ggesick@nam-zim.com,4,electric
ggibes@ron-tech.com,1,electric
ggibes@ron-tech.com,2,gas
ggiguere@iselectrics.com,2,gas
ggiguere@iselectrics.com,3,fuel oil
ggiguere@scotfind.com,1,fuel oil
ggiguere@scotfind.com,3,electric
ggiguere@scotfind.com,4,electric
ggiguere@singletechno.com,1,fuel oil
ggiguere@singletechno.com,3,gas
ggillian@scottech.com,1,fuel oil
ggillian@scottech.com,2,fuel oil
gglick@sonron.com,3,electric
ggoldammer@plexzap.com,1,electric
ggood@silis.com,2,electric
ggood@silis.com,3,electric
ggotter@zumgoity.com,1,gas
ggotter@zumgoity.com,2,electric
ggotter@zumgoity.com,3,electric
ggrenet@faxquote.com,1,gas
ggrenet@faxquote.com,4,fuel oil
ghamilton@ganjaflex.com,3,gas
ghaufler@hatfan.com,2,electric
ghaufler@hatfan.com,3,electric
ghoa@inity.com,1,gas
ghoa@inity.com,3,gas
ghoa@inity.com,6,electric
ghoffis@ganjaflex.com,3,gas
ghoffis@ganjaflex.com,4,gas
ghoffis@ganjaflex.com,5,electric
ghoffis@ganjaflex.com,6,electric
ghollack@opentech.com,1,fuel oil
ghollack@opentech.com,4,gas
ghughey@y-corporation.com,1,gas
ginouye@scottech.com,2,gas
ginouye@scottech.com,3,electric
gkannady@finhigh.com,1,electric
gkannady@yearin.com,1,fuel oil
gkardas@ganjaflex.com,1,fuel oil
gkarpel@goodsilron.com,3,electric
gkarpel@goodsilron.com,5,electric
gkarpel@goodsilron.com,7,gas
gkeener@plussunin.com,1,electric
gkines@zumgoity.com,1,electric
gkippley@xx-holding.com,3,gas
gkippley@xx-holding.com,7,electric
gklusman@openlane.com,2,electric
gklusman@openlane.com,3,gas
gklusman@openlane.com,4,electric
gklusman@openlane.com,5,electric
gknipp@scotfind.com,3,electric
gkolmetz@nam-zim.com,1,electric
gkolmetz@nam-zim.com,2,gas
gkolmetz@nam-zim.com,3,electric
gkusko@singletechno.com,1,electric
glapage@konex.com,2,gas
glapage@konex.com,3,gas
glapage@konex.com,4,electric
glawler@hottechi.com,2,electric
glawler@hottechi.com,4,gas
glimmel@scottech.com,6,gas
glindall@rundofase.com,1,electric
glipke@zathunicon.com,1,gas
glipke@zathunicon.com,2,gas
glipkin@iselectrics.com,1,electric
gloader@dontechi.com,1,electric
glueckenbach@faxquote.com,1,electric
glueckenbach@faxquote.com,2,electric
glueckenbach@faxquote.com,3,electric
glukasik@streethex.com,3,gas
gmadarang@dalttechnology.com,1,electric
gmadarang@dalttechnology.com,3,gas
gmaile@betatech.com,1,gas
gmallett@konmatfix.com,1,fuel oil
gmarrier@rantouch.com,4,fuel oil
gmaynerich@plussunin.com,2,electric
gmccullan@opentech.com,3,gas
gmccullan@opentech.com,6,electric
gmcnease@betasoloin.com,1,electric
gmcrae@inity.com,2,electric
gmeinerding@fasehatice.com,1,electric
gmeinerding@fasehatice.com,3,gas
gmeinerding@fasehatice.com,6,electric
gmeinerding@fasehatice.com,7,electric
gmiceli@betasoloin.com,1,electric
gmiceli@yearin.com,1,electric
gmodzelewski@xx-holding.com,1,electric
gnicka@ron-tech.com,1,gas
gnicolozakes@dambase.com,1,fuel oil
gnicolozakes@dambase.com,3,electric
gnunlee@treequote.com,1,gas
gnunlee@treequote.com,4,electric
gnunlee@treequote.com,5,gas
gnunlee@treequote.com,6,electric
gostolaza@konex.com,1,electric
gostrosky@y-corporation.com,1,electric
gostrosky@y-corporation.com,3,electric
gpapasergi@scottech.com,3,gas
gpaprocki@dontechi.com,1,gas
gparlato@faxquote.com,2,electric
gparlato@faxquote.com,3,gas
gpedrozo@betatech.com,9,electric
gpedrozo@betatech.com,12,electric
gperigo@zumgoity.com,2,gas
gperin@treequote.com,3,electric
gperin@treequote.com,4,gas
greiber@y-corporation.com,1,gas
grodeigues@hatfan.com,1,electric
grodeigues@hatfan.com,4,electric
grodeigues@treequote.com,4,electric
grodenberger@lexiqvolax.com,2,gas
grodenberger@lexiqvolax.com,3,gas
gsahagun@rangreen.com,4,electric
gsahagun@rangreen.com,5,electric
gsahagun@rangreen.com,7,electric
gsamara@mathtouch.com,1,electric
gsamara@mathtouch.com,2,electric
gsamara@mathtouch.com,5,electric
gsamu@funholding.com,4,gas
gsaras@doncon.com,4,electric
gsaras@doncon.com,5,electric
gsarbacher@conecom.com,3,electric
gsarbacher@conecom.com,4,gas
gschieler@finhigh.com,1,electric
gschieler@finhigh.com,3,electric
gscriven@plexzap.com,1,gas
gshire@kinnamplus.com,1,gas
gshire@kinnamplus.com,3,electric
gsilvestrini@ron-tech.com,1,gas
gsmith@doncon.com,2,gas
gsmith@doncon.com,3,electric
gstockham@sunnamplex.com,2,electric
gstoltzman@plusstrip.com,1,gas
gstoltzman@streethex.com,1,gas
gtawil@toughzap.com,1,electric
gtheodorov@funholding.com,1,electric
gtheodorov@funholding.com,2,gas
gthyberg@rantouch.com,1,electric
gthyberg@ron-tech.com,1,electric
gthyberg@ron-tech.com,4,fuel oil
gtjepkema@codehow.com,1,electric
gtjepkema@plusstrip.com,5,electric
gtomasulo@scottech.com,3,electric
gtomasulo@year-job.com,3,electric
gtomblin@statholdings.com,1,electric
gtromblay@singletechno.com,2,gas
gtromblay@singletechno.com,3,electric
gvanheusen@faxquote.com,1,electric
gvanheusen@faxquote.com,2,gas
gvenere@cancity.com,2,electric
gvenere@cancity.com,3,gas
gvenere@gogozoom.com,3,fuel oil
gvenere@gogozoom.com,7,electric
gvenere@gogozoom.com,9,electric
gventura@toughzap.com,1,electric
gventura@toughzap.com,2,electric
gvinning@golddex.com,2,fuel oil
gvinning@golddex.com,3,electric
gvinning@golddex.com,6,gas
gwaycott@sumace.com,5,electric
gwaymire@bioplex.com,2,gas
gweglarz@opentech.com,2,gas
gwesterbeck@iselectrics.com,3,electric
gwieser@bioholding.com,1,gas
gwieser@bioholding.com,3,fuel oil
gwiklund@cancity.com,2,electric
gwrinkles@hatfan.com,1,electric
gwrinkles@hatfan.com,3,gas
gwrinkles@hatfan.com,5,electric
gwrinkles@hatfan.com,6,electric
gwrinkles@hatfan.com,7,electric
gwrinkles@hatfan.com,8,electric
gwrinkles@hatfan.com,9,gas
gwrinkles@hatfan.com,10,electric
gzagen@donware.com,1,electric
gzagen@donware.com,2,gas
gzurcher@bioplex.com,1,gas
halbares@betatech.com,1,electric
hauffrey@sonron.com,1,electric
hbarfield@isdom.com,2,electric
hbarfield@isdom.com,3,electric
hbevelacqua@konmatfix.com,4,electric
hbevelacqua@konmatfix.com,7,electric
hbevelacqua@stanredtax.com,2,electric
hbevelacqua@stanredtax.com,4,gas
hboulter@cancity.com,3,electric
hbourbon@zencorporation.com,1,electric
hbrachle@finhigh.com,2,fuel oil
hbuvens@silis.com,2,electric
hbuvens@silis.com,3,fuel oil
hbuvens@silis.com,4,electric
hcandlish@kinnamplus.com,4,gas
hchavous@gogozoom.com,3,fuel oil
hchavous@openlane.com,1,gas
hchickering@dambase.com,2,fuel oil
hcomnick@opentech.com,4,gas
hcork@betatech.com,1,electric
hcork@betatech.com,2,electric
hcork@betatech.com,3,electric
hcoyier@goodsilron.com,1,gas
hdelasancha@finjob.com,1,fuel oil
hdelasancha@finjob.com,3,gas
hdemesa@zoomit.com,1,gas
hdemesa@zoomit.com,2,gas
hdemesa@zoomit.com,7,gas
hdewar@domzoom.com,1,electric
hdewar@domzoom.com,3,electric
hdilliard@zumgoity.com,3,gas
hdorshorst@ontomedia.com,1,gas
hdubaldi@green-plus.com,1,electric
hdubaldi@green-plus.com,4,gas
heroman@treequote.com,1,electric
hfillingim@kan-code.com,3,gas
hfoller@doncon.com,1,electric
hfoller@doncon.com,4,electric
hfrancescon@iselectrics.com,1,electric
hfrancescon@iselectrics.com,2,gas
hfrancescon@iselectrics.com,4,electric
hfrerking@bioplex.com,3,electric
hfrey@inity.com,2,gas
hfunnell@zencorporation.com,1,gas
hgato@dambase.com,1,gas
hgesick@betasoloin.com,1,gas
hgesick@betasoloin.com,3,electric
hgiguere@zotware.com,2,electric
hgrenet@streethex.com,3,electric
hgrenet@streethex.com,4,electric
hhagele@konex.com,1,electric
hhagele@konex.com,3,electric
hhanafan@scotfind.com,1,gas
hhanafan@scotfind.com,2,gas
hhanafan@scotfind.com,3,fuel oil
hheintzman@zencorporation.com,1,gas
hhirpara@dalttechnology.com,1,electric
hhirpara@dalttechnology.com,3,electric
hhoneywell@groovestreet.com,2,gas
hhoneywell@groovestreet.com,3,fuel oil
hhoneywell@labdrill.com,2,electric
hhoneywell@labdrill.com,3,electric
hhughey@ganjaflex.com,2,gas
hhughey@ganjaflex.com,6,electric
hkalafatis@openlane.com,1,electric
hkannady@silis.com,1,electric
hkannady@silis.com,4,electric
hkippley@faxquote.com,2,electric
hkippley@faxquote.com,3,electric
hkorando@domzoom.com,1,gas
hkorando@domzoom.com,2,electric
hkorando@domzoom.com,4,fuel oil
hkownacki@kan-code.com,1,fuel oil
hkownacki@kan-code.com,2,electric
hkownacki@kan-code.com,4,electric
hkownacki@kan-code.com,5,fuel oil
hkownacki@kan-code.com,7,gas
hkusko@rundofase.com,1,electric
hleinenbach@plexzap.com,4,electric
hleinenbach@zoomit.com,2,gas
hleinenbach@zoomit.com,3,electric
hlizama@zoomit.com,2,electric
hlouissant@dalttechnology.com,1,electric
hlouissant@rundofase.com,3,gas
hmalet@funholding.com,5,gas
hmalet@funholding.com,6,electric
hmclaird@bioplex.com,1,electric
hmclaird@bioplex.com,4,electric
hmcrae@newex.com,1,electric
hmeisel@yearin.com,1,gas
hmeisel@yearin.com,3,electric
hmeteer@openlane.com,3,fuel oil
hmyricks@domzoom.com,2,electric
hmyricks@domzoom.com,3,electric
hnachor@green-plus.com,1,electric
hnachor@green-plus.com,2,electric
hnayar@finhigh.com,1,electric
hnievas@groovestreet.com,1,electric
holdroyd@silis.com,1,electric
holdroyd@silis.com,2,electric
hpadilla@zathunicon.com,3,gas
hpelkowski@hottechi.com,1,electric
hrim@dalttechnology.com,1,electric
hrim@dalttechnology.com,2,electric
hrim@dalttechnology.com,4,gas
hsaulter@ontomedia.com,1,gas
hsaulter@ontomedia.com,5,electric
hsaulter@ontomedia.com,6,electric
hsaulter@scotfind.com,2,gas
hsaulter@scotfind.com,4,electric
hsayaphon@yearin.com,1,electric
hscheyer@goodsilron.com,4,gas
hscheyer@goodsilron.com,6,gas
hschmierer@plusstrip.com,1,fuel oil
hschmierer@plusstrip.com,2,electric
hschnitzler@lexiqvolax.com,1,electric
hsetter@bioholding.com,4,electric
hstimmel@bioholding.com,2,electric
hstorment@lexiqvolax.com,1,gas
hsuell@mathtouch.com,3,electric
hsyrop@doncon.com,1,fuel oil
htawil@conecom.com,3,electric
htegarden@finjob.com,2,electric
htreston@ganjaflex.com,1,gas
hupthegrove@betatech.com,1,electric
hupthegrove@betatech.com,2,electric
hupthegrove@betatech.com,3,gas
hventura@inity.com,3,electric
hventura@inity.com,4,electric
hventura@inity.com,6,electric
hventura@inity.com,7,electric
hwaymire@toughzap.com,1,gas
hweglarz@plexzap.com,3,gas
hwildfong@zotware.com,1,electric
hwolny@j-texon.com,2,electric
hzepp@ganjaflex.com,2,gas
ialbares@sunnamplex.com,3,electric
iandreason@plusstrip.com,1,gas
iauffrey@plussunin.com,2,electric
iauffrey@plussunin.com,3,electric
iauffrey@plussunin.com,4,gas
ibachman@zoomit.com,3,electric
icentini@sonron.com,1,electric
iclaucherty@zoomit.com,2,electric
idubaldi@zumgoity.com,1,gas
ifeichtner@silis.com,2,gas
ifeichtner@silis.com,6,electric
igoldammer@plusstrip.com,1,electric
igoldammer@plusstrip.com,3,electric
ikoppinger@stanredtax.com,3,gas
imalvin@ontomedia.com,3,electric
imanno@finhigh.com,1,gas
ipaa@plexzap.com,1,gas
ipaa@plexzap.com,2,electric
iparvis@scotfind.com,1,electric
irodeigues@konex.com,1,gas
irodeigues@konex.com,2,electric
irodeigues@konex.com,3,gas
isamara@isdom.com,2,electric
isayaphon@labdrill.com,1,electric
iscipione@j-texon.com,4,electric
iscipione@j-texon.com,5,electric
itomasulo@zotware.com,2,electric
iwaymire@sunnamplex.com,1,electric
iwolny@finhigh.com,1,gas
iwolny@kan-code.com,1,electric
jacey@condax.com,1,electric
jacey@condax.com,2,electric
jankeny@betasoloin.com,1,electric
jankeny@betasoloin.com,2,electric
jarias@labdrill.com,1,gas
jarias@labdrill.com,9,electric
jbachman@codehow.com,2,electric
jbachman@codehow.com,3,gas
jbayless@scottech.com,1,electric
jbayless@scottech.com,2,gas
jbayless@scottech.com,3,electric
jbeech@zumgoity.com,3,electric
jbenimadho@blackzim.com,1,fuel oil
jbenimadho@groovestreet.com,1,electric
jbevelacqua@codehow.com,2,electric
jbevelacqua@codehow.com,3,electric
jbitsuie@yearin.com,3,gas
jbitsuie@yearin.com,4,electric
jblackwood@stanredtax.com,1,electric
jblunk@kinnamplus.com,2,electric
jblunk@plusstrip.com,1,electric
jbookamer@dambase.com,1,electric
jbookamer@dambase.com,3,electric
jbookamer@donquadtech.com,1,electric
jbookamer@donquadtech.com,3,electric
jbookamer@donquadtech.com,5,electric
jborgman@codehow.com,2,gas
jborgman@statholdings.com,3,electric
jbourbon@funholding.com,1,electric
jbourbon@opentech.com,1,electric
jbourbon@y-corporation.com,1,electric
jbreland@opentech.com,1,electric
jbrideau@finhigh.com,2,electric
jbrideau@finhigh.com,3,gas
jbruschke@stanredtax.com,3,electric
jbuemi@mathtouch.com,2,gas
jbuvens@toughzap.com,3,gas
jbuzick@funholding.com,2,electric
jcaiafa@fasehatice.com,1,electric
jcaiafa@fasehatice.com,4,electric
jcaldarera@ganjaflex.com,1,electric
jcaldarera@ganjaflex.com,2,electric
jcaldarera@ganjaflex.com,3,gas
jcampain@betasoloin.com,1,fuel oil
jcampain@betasoloin.com,3,gas
jcartan@golddex.com,2,gas
jcartan@opentech.com,1,gas
jcartan@opentech.com,3,electric
jcartan@opentech.com,6,electric
jcartan@opentech.com,7,electric
jchavous@xx-zobam.com,3,gas
jchesterfield@konmatfix.com,2,gas
jchesterfield@konmatfix.com,3,electric
jchui@donquadtech.com,2,electric
jchui@donquadtech.com,3,fuel oil
jchui@lexiqvolax.com,1,gas
jcolla@silis.com,3,gas
jcomnick@zathunicon.com,2,fuel oil
jcoody@codehow.com,9,gas
jcorbley@konmatfix.com,4,electric
jcraghead@singletechno.com,1,gas
jcraghead@singletechno.com,4,fuel oil
jcraghead@singletechno.com,5,electric
jcraghead@singletechno.com,6,fuel oil
jcronauer@blackzim.com,1,gas
jcronauer@blackzim.com,2,gas
jdegroot@labdrill.com,1,electric
jdegroot@labdrill.com,2,gas
jdenooyer@hottechi.com,1,electric
jdenooyer@hottechi.com,2,fuel oil
jdopico@zotware.com,1,electric
jdopico@zumgoity.com,1,gas
jduenas@y-corporation.com,1,gas
jeanes@hottechi.com,2,fuel oil
jeanes@hottechi.com,3,electric
jemigh@dambase.com,2,gas
jemigh@dambase.com,3,electric
jemigh@groovestreet.com,1,gas
jennaco@labdrill.com,7,gas
jeschberger@openlane.com,2,electric
jeschberger@openlane.com,4,electric
jfarrar@bioplex.com,3,electric
jfarrow@condax.com,1,gas
jfelger@yearin.com,1,electric
jfelger@yearin.com,2,gas
jfern@toughzap.com,1,electric
jfern@toughzap.com,4,gas
jfigeroa@betasoloin.com,1,electric
jfigeroa@betasoloin.com,2,electric
jfigeroa@betasoloin.com,3,electric
jfillingim@zathunicon.com,2,gas
jfillingim@zathunicon.com,4,gas
jfishburne@xx-zobam.com,1,electric
jfishburne@xx-zobam.com,3,gas
jflister@lexiqvolax.com,3,electric
jfrancescon@funholding.com,1,electric
jfrankel@ontomedia.com,3,electric
jfrankel@silis.com,1,electric
jfrankel@silis.com,2,electric
jfrankel@singletechno.com,1,electric
jfredicks@bioholding.com,3,gas
jfredicks@hatfan.com,2,electric
jfredicks@hatfan.com,3,electric
jfredicks@konex.com,3,gas
jfredicks@nam-zim.com,3,electric
jfredicks@nam-zim.com,4,electric
jfrey@ganjaflex.com,1,fuel oil
jfunnell@konmatfix.com,2,electric
jfunnell@zoomit.com,2,gas
jfunnell@zoomit.com,3,gas
jgabisi@kan-code.com,2,gas
jgalam@statholdings.com,1,gas
jgalam@statholdings.com,2,gas
jgalam@statholdings.com,3,fuel oil
jgalam@statholdings.com,4,gas
jgato@singletechno.com,2,gas
jgato@singletechno.com,3,electric
jgleich@scottech.com,1,gas
jgleich@treequote.com,1,electric
jgleich@treequote.com,2,gas
jglick@golddex.com,2,electric
jglick@golddex.com,3,electric
jglick@plussunin.com,2,gas
jgoldammer@green-plus.com,1,gas
jgwalthney@faxquote.com,1,gas
jhagele@hatfan.com,1,gas
jhagele@hatfan.com,3,electric
jhagele@hatfan.com,4,gas
jhagele@opentech.com,1,gas
jhalter@j-texon.com,1,electric
jharoldson@j-texon.com,1,electric
jharoldson@j-texon.com,3,electric
jharoldson@j-texon.com,4,electric
jharoldson@statholdings.com,1,gas
jhaufler@y-corporation.com,1,fuel oil
jhellickson@y-corporation.com,1,gas
jhidvegi@labdrill.com,2,electric
jhidvegi@labdrill.com,3,electric
jhidvegi@labdrill.com,4,electric
jhidvegi@labdrill.com,5,electric
jhochard@condax.com,2,gas
jhoffis@rantouch.com,3,gas
jhoopengardner@golddex.com,3,electric
jhusser@plexzap.com,3,gas
jhusser@plexzap.com,5,electric
jhusser@plexzap.com,6,gas
jisaacs@domzoom.com,1,electric
jisaacs@domzoom.com,4,electric
jisaacs@plussunin.com,3,gas
jjacobos@groovestreet.com,2,fuel oil
jjacobos@treequote.com,1,gas
jjillson@ontomedia.com,1,gas
jjillson@ontomedia.com,6,gas
jjillson@ontomedia.com,7,electric
jjillson@ontomedia.com,9,electric
jkalafatis@sunnamplex.com,1,electric
jkalafatis@sunnamplex.com,2,electric
jkaniecki@ron-tech.com,1,electric
jkaniecki@ron-tech.com,5,gas
jkarpel@warephase.com,3,gas
jkarpin@scottech.com,2,gas
jkarpin@scottech.com,4,fuel oil
jkeetch@year-job.com,1,fuel oil
jkeneipp@funholding.com,1,electric
jketelsen@zotware.com,1,gas
jketelsen@zotware.com,3,electric
jkiel@isdom.com,2,electric
jkiel@isdom.com,3,electric
jkitzman@plexzap.com,2,gas
jkitzman@plexzap.com,3,electric
jklusman@nam-zim.com,2,electric
jklusman@rantouch.com,2,gas
jkownacki@donquadtech.com,1,electric
jkusko@kan-code.com,4,gas
jlabreche@kinnamplus.com,1,electric
jlabreche@xx-zobam.com,2,electric
jlayous@zencorporation.com,3,electric
jlindall@ron-tech.com,5,gas
jlipkin@doncon.com,2,electric
jlipkin@doncon.com,3,electric
jlungren@faxquote.com,1,electric
jlungren@faxquote.com,2,electric
jmai@finhigh.com,3,electric
jmai@finhigh.com,4,electric
jmai@finhigh.com,6,electric
jmai@finhigh.com,8,electric
jmaillard@ganjaflex.com,2,electric
jmaillard@ganjaflex.com,4,electric
jmaillard@zumgoity.com,2,electric
jmalvin@faxquote.com,1,electric
jmalvin@faxquote.com,3,gas
jmarrier@kinnamplus.com,1,electric
jmarrier@kinnamplus.com,4,gas
jmastella@warephase.com,1,gas
jmaynerich@zoomit.com,2,fuel oil
jmaynerich@zoomit.com,3,electric
jmeisel@labdrill.com,2,electric
jmeisel@labdrill.com,3,gas
jmeisel@labdrill.com,4,gas
jmenter@streethex.com,3,electric
jmerced@mathtouch.com,1,electric
jmiro@donware.com,3,fuel oil
jmonarrez@doncon.com,1,electric
jmondella@betatech.com,2,gas
jmondella@domzoom.com,2,electric
jmondella@domzoom.com,6,gas
jmondella@scotfind.com,2,gas
jmonterrubio@isdom.com,2,fuel oil
jmonterrubio@isdom.com,4,electric
jmonterrubio@isdom.com,5,electric
jmonterrubio@isdom.com,6,electric
jmonterrubio@isdom.com,7,fuel oil
jmotley@warephase.com,3,electric
jmotley@warephase.com,4,electric
jmugnolo@finhigh.com,1,electric
jmunns@openlane.com,1,fuel oil
jmunns@openlane.com,2,electric
jmunns@openlane.com,3,gas
jmunns@treequote.com,1,gas
jmunns@treequote.com,3,gas
jmyricks@donware.com,1,gas
jmyricks@donware.com,3,electric
jmyricks@plussunin.com,3,electric
jneither@scotfind.com,2,gas
jnewville@j-texon.com,1,electric
jnewville@j-texon.com,3,gas
jogg@ron-tech.com,1,electric
jogg@ron-tech.com,3,electric
jogg@ron-tech.com,4,gas
jogg@ron-tech.com,5,electric
jpatak@treequote.com,4,electric
jperigo@hatfan.com,2,gas
jpinilla@golddex.com,1,electric
jpinilla@golddex.com,2,electric
jpoquette@gogozoom.com,1,electric
jrantanen@ron-tech.com,2,electric
jrantanen@ron-tech.com,4,electric
jrantanen@ron-tech.com,6,electric
jrantanen@ron-tech.com,7,electric
jrantanen@ron-tech.com,8,gas
jrantanen@ron-tech.com,9,gas
jregusters@openlane.com,2,electric
jreiber@ron-tech.com,2,electric
jrhym@bioplex.com,1,electric
jrhym@bioplex.com,3,electric
jrim@bioholding.com,2,electric
jrim@bioholding.com,3,gas
jrim@doncon.com,1,electric
jrim@doncon.com,2,electric
jrim@doncon.com,3,electric
jrim@konex.com,2,electric
jrim@konex.com,3,electric
jrim@konex.com,4,gas
jrim@plexzap.com,2,electric
jrodefer@green-plus.com,1,electric
jrowling@donware.com,2,electric
jrowling@donware.com,3,electric
jrulapaugh@cancity.com,1,electric
jsahagun@statholdings.com,1,electric
jsahagun@statholdings.com,2,gas
jsarao@zencorporation.com,2,electric
jsaras@singletechno.com,1,electric
jsaylors@ontomedia.com,2,fuel oil
jsaylors@ontomedia.com,3,electric
jschmierer@golddex.com,1,electric
jschmierer@golddex.com,2,electric
jschmierer@j-texon.com,1,electric
jschmierer@zumgoity.com,3,gas
jscipione@year-job.com,1,fuel oil
jscriven@doncon.com,4,gas
jscriven@doncon.com,8,electric
jscriven@doncon.com,9,electric
jscriven@doncon.com,10,fuel oil
jscriven@gogozoom.com,3,electric
jseewald@kinnamplus.com,3,electric
jshields@betasoloin.com,1,electric
jshields@betasoloin.com,3,gas
jshin@finjob.com,2,electric
jshinko@ontomedia.com,5,electric
jsimilton@j-texon.com,1,gas
jsimilton@j-texon.com,2,gas
jskursky@konmatfix.com,1,electric
jskursky@konmatfix.com,2,electric
jskursky@konmatfix.com,3,gas
jslusarski@warephase.com,2,gas
jslusarski@xx-zobam.com,1,gas
jsmith@kan-code.com,1,electric
jsmith@zathunicon.com,1,gas
jsmith@zathunicon.com,3,electric
jsmith@zathunicon.com,4,electric
jsmith@zathunicon.com,6,gas
jsmith@zathunicon.com,8,gas
jspickerman@donquadtech.com,2,electric
jspickerman@donquadtech.com,4,fuel oil
jstaback@lexiqvolax.com,2,electric
jsteier@streethex.com,1,electric
jstockham@gogozoom.com,1,electric
jstrassner@faxquote.com,3,electric
jstrassner@faxquote.com,4,electric
jsturiale@betasoloin.com,1,electric
jsuell@zencorporation.com,1,electric
jsuell@zencorporation.com,3,electric
jswayze@lexiqvolax.com,1,gas
jswayze@lexiqvolax.com,3,gas
jsweely@labdrill.com,1,electric
jsweely@labdrill.com,2,fuel oil
jsweigard@isdom.com,2,gas
jtheodorov@kan-code.com,1,gas
jtheodorov@kan-code.com,2,electric
jtillotson@ontomedia.com,1,electric
jtomasulo@scottech.com,2,gas
jtomasulo@scottech.com,4,electric
jtreston@dalttechnology.com,4,electric
juyetake@xx-holding.com,1,gas
juyetake@xx-holding.com,2,electric
jvenere@warephase.com,2,gas
