email,order_entered,energy_efficiency_ratio
ezagen@doncon.com,5,2.7
ezagen@doncon.com,6,9.5
ezagen@silis.com,1,8.2
ezane@labdrill.com,1,4.4
ezane@labdrill.com,2,4.5
fandreason@kinnamplus.com,2,7.4
fankeny@year-job.com,1,0.5
fankeny@year-job.com,2,0.8
farceo@bioplex.com,4,5.2
fbartolet@xx-zobam.com,4,1.0
fbirkner@streethex.com,1,5.0
fbitsuie@finhigh.com,2,3.0
fbitsuie@inity.com,1,3.8
fbrossart@toughzap.com,4,17.6
fbubash@nam-zim.com,2,13.1
fcallaro@groovestreet.com,2,8.3
fcallaro@groovestreet.com,3,1.4
fcampain@mathtouch.com,1,1.3
fcampain@mathtouch.com,2,0.5
fcaudy@newex.com,3,11.9
fchaffins@xx-holding.com,1,3.5
fchaffins@xx-holding.com,2,1.9
fchaffins@xx-holding.com,4,5.2
fchaffins@zathunicon.com,2,1.3
fchaffins@zathunicon.com,3,1.7
fchaffins@zathunicon.com,4,9.4
fchaffins@zathunicon.com,6,1.8
fchaffins@zathunicon.com,7,2.3
fchui@conecom.com,1,4.6
fchui@conecom.com,4,1.8
fchui@conecom.com,5,11.0
fchui@conecom.com,6,6.6
fcomnick@plusstrip.com,3,2.5
fcookey@rangreen.com,3,1.9
fdenooyer@newex.com,1,1.9
fdinos@yearin.com,1,6.9
fdopico@statholdings.com,1,2.7
fdopico@statholdings.com,3,2.2
fdopico@statholdings.com,4,3.8
fennaco@mathtouch.com,1,1.2
fennaco@mathtouch.com,2,4.1
feroman@newex.com,2,4.1
ffigeroa@isdom.com,1,1.3
ffigeroa@isdom.com,2,1.9
ffigeroa@lexiqvolax.com,3,9.1
ffigeroa@lexiqvolax.com,6,1.4
fflister@ganjaflex.com,1,4.2
ffortino@faxquote.com,3,1.9
ffrankel@kan-code.com,1,3.4
ffredicks@ganjaflex.com,4,1.7
fgabisi@ontomedia.com,3,2.5
fgood@mathtouch.com,2,4.1
fgrenet@konmatfix.com,2,3.8
fgrenet@konmatfix.com,4,4.1
fhamilton@golddex.com,2,0.5
fharabedian@funholding.com,3,2.1
fharabedian@xx-zobam.com,1,1.8
fharabedian@xx-zobam.com,3,4.4
fharoldson@sonron.com,5,1.7
fhaufler@donquadtech.com,6,11.2
fhaufler@donquadtech.com,7,2.6
fherritt@singletechno.com,1,4.0
fhoffis@nam-zim.com,2,1.6
fhoffis@nam-zim.com,3,1.2
fhughey@green-plus.com,3,11.9
finouye@y-corporation.com,1,2.7
fisenhower@betasoloin.com,2,1.8
fisenhower@betasoloin.com,3,1.8
fisenhower@betasoloin.com,4,1.3
fjurney@isdom.com,1,1.3
fjurney@isdom.com,2,1.9
fjuvera@kinnamplus.com,1,2.3
fkannady@treequote.com,1,1.3
fkannady@treequote.com,2,16.0
fkohnert@condax.com,7,3.4
fkolmetz@xx-holding.com,1,2.1
fkusko@bioholding.com,1,6.7
flary@doncon.com,2,4.3
flary@doncon.com,3,9.2
flatzke@mathtouch.com,1,4.4
flatzke@mathtouch.com,2,2.6
flatzke@mathtouch.com,3,1.8
floder@openlane.com,1,7.1
florens@lexiqvolax.com,1,4.5
fmarrier@condax.com,1,3.4
fmarrier@condax.com,2,1.4
fmarrier@condax.com,3,2.5
fmconnell@treequote.com,2,2.2
fmconnell@treequote.com,6,1.8
fmerced@iselectrics.com,1,1.7
fmerced@konmatfix.com,1,2.0
fmerced@konmatfix.com,2,1.8
fmerced@konmatfix.com,3,2.2
fmodzelewski@conecom.com,1,1.8
fmondella@dambase.com,4,3.1
fmorasca@domzoom.com,1,3.5
fneither@statholdings.com,1,1.7
fneither@statholdings.com,3,2.2
fneither@statholdings.com,5,0.8
fnewville@bioplex.com,2,4.1
fnewville@bioplex.com,3,1.4
fnewville@cancity.com,2,1.4
fnewville@cancity.com,4,4.4
fnunlee@dalttechnology.com,2,2.9
fnunlee@dalttechnology.com,3,2.4
fohms@zumgoity.com,1,2.6
fohms@zumgoity.com,3,3.1
fohms@zumgoity.com,4,1.4
fonofrio@inity.com,1,1.9
fonofrio@inity.com,2,1.5
fonofrio@inity.com,5,9.5
fonofrio@inity.com,7,1.5
fonofrio@inity.com,9,4.9
fpatak@bioplex.com,1,1.9
fpatak@bioplex.com,3,2.3
fpedrozo@domzoom.com,1,5.4
fpedrozo@domzoom.com,2,1.2
fpelkowski@sumace.com,1,2.4
fperruzza@codehow.com,2,3.1
fperruzza@codehow.com,5,0.9
fperruzza@codehow.com,6,2.9
freiber@ganjaflex.com,1,2.1
freiber@ganjaflex.com,4,2.4
frulapaugh@stanredtax.com,4,2.2
frulapaugh@streethex.com,2,2.6
fscriven@streethex.com,1,5.1
fscriven@streethex.com,2,13.8
fseewald@goodsilron.com,1,2.3
fshealy@labdrill.com,1,2.4
fshealy@labdrill.com,4,3.0
fshinko@iselectrics.com,1,3.9
fshinko@iselectrics.com,2,6.6
fsimilton@toughzap.com,5,5.2
fslusarski@dalttechnology.com,1,1.7
fslusarski@dalttechnology.com,3,3.4
fstem@isdom.com,1,3.6
fstem@isdom.com,2,1.8
fstem@isdom.com,3,12.3
fstem@zotware.com,3,1.2
fstem@zotware.com,4,1.6
fstorment@rundofase.com,2,4.1
fstrassner@bioholding.com,2,1.9
ftawil@doncon.com,1,2.3
ftawil@doncon.com,3,2.0
ftoelkes@zotware.com,3,2.6
ftolfree@sunnamplex.com,1,2.5
ftolfree@sunnamplex.com,2,1.2
ftolfree@sunnamplex.com,3,1.2
fwalthall@ganjaflex.com,2,1.9
fwalthall@ganjaflex.com,4,0.7
fwalthall@ganjaflex.com,9,0.9
fwalthall@ganjaflex.com,11,1.3
fwhobrey@streethex.com,3,4.6
fwiklund@groovestreet.com,1,0.7
fwiklund@groovestreet.com,2,4.1
fwildfong@inity.com,1,13.4
fwitten@rantouch.com,1,2.5
fwitten@rantouch.com,3,5.2
fwolny@yearin.com,2,1.9
fwolny@yearin.com,3,4.7
fworlds@stanredtax.com,1,1.6
fworlds@stanredtax.com,3,2.9
fzagen@donquadtech.com,3,2.2
gamyot@finjob.com,1,2.7
gamyot@finjob.com,3,2.7
garceo@funholding.com,1,6.9
garceo@labdrill.com,1,2.0
garceo@labdrill.com,2,1.1
garceo@labdrill.com,3,3.1
gasar@cancity.com,3,2.3
gauffrey@hottechi.com,1,1.5
gauffrey@konmatfix.com,1,3.0
gbachman@golddex.com,1,2.0
gbarfield@plexzap.com,2,1.6
gbatman@streethex.com,1,1.5
gbennick@ganjaflex.com,1,4.1
gbennick@ganjaflex.com,3,2.5
gberlanga@silis.com,2,2.1
gberray@hottechi.com,1,2.3
gberray@hottechi.com,2,1.6
gberray@hottechi.com,3,11.6
gbevelacqua@zencorporation.com,1,0.6
gbolognia@year-job.com,2,4.4
gborgman@singletechno.com,1,8.4
gbubash@rangreen.com,1,3.7
gbutt@plussunin.com,1,1.9
gbutt@plussunin.com,2,1.9
gcaiafa@j-texon.com,2,1.6
gcaldarera@lexiqvolax.com,4,4.5
gcaldarera@lexiqvolax.com,6,1.7
gcaldarera@zathunicon.com,4,0.8
gcampain@fasehatice.com,1,4.0
gcampain@fasehatice.com,3,1.7
gcampain@goodsilron.com,1,5.7
gcanlas@ganjaflex.com,1,2.1
gcaudy@doncon.com,3,2.0
gcetta@zoomit.com,1,3.6
gchaffins@stanredtax.com,3,2.6
gcorrington@y-corporation.com,1,1.4
gcorrio@plexzap.com,1,6.6
gcorrio@plexzap.com,6,2.8
gcorrio@plexzap.com,7,1.8
gcousey@doncon.com,2,1.9
gcousey@newex.com,2,1.5
gcousey@newex.com,3,2.4
gcousey@newex.com,4,2.6
gcoyier@cancity.com,1,0.9
gcoyier@green-plus.com,1,2.1
gcoyier@groovestreet.com,2,5.8
gcoyier@groovestreet.com,3,4.7
gcoyier@groovestreet.com,4,1.9
gcoyier@groovestreet.com,6,3.8
gcronauer@xx-holding.com,1,2.2
gcronauer@xx-holding.com,3,2.5
gdelasancha@hottechi.com,1,4.7
gdelasancha@hottechi.com,3,2.9
gdelasancha@hottechi.com,5,1.5
gdelasancha@hottechi.com,6,4.5
gdelasancha@scottech.com,1,3.4
gdelasancha@scottech.com,2,1.9
gdilliard@groovestreet.com,1,2.8
gdilliard@groovestreet.com,3,3.2
gdopico@warephase.com,2,2.1
gdopico@warephase.com,3,1.3
gduenas@iselectrics.com,1,3.4
gennaco@rundofase.com,1,2.3
geschberger@donware.com,1,4.1
gestell@newex.com,3,7.7
gferrario@domzoom.com,1,1.9
gferrario@domzoom.com,2,3.3
gferrario@domzoom.com,3,10.3
gferrario@domzoom.com,4,5.7
gferrario@domzoom.com,6,1.1
gferrario@konex.com,1,2.6
gferrario@konex.com,3,3.6
gfigeroa@kinnamplus.com,1,1.4
gfishburne@plusstrip.com,1,1.3
gflosi@faxquote.com,1,3.8
gfritz@donware.com,1,4.6
ggabisi@codehow.com,3,6.5
ggabisi@ganjaflex.com,4,4.6
ggellinger@codehow.com,3,6.3
ggellinger@xx-zobam.com,1,11.4
ggellinger@xx-zobam.com,2,2.2
ggesick@nam-zim.com,2,11.4
ggibes@ron-tech.com,2,7.8
ggiguere@scotfind.com,1,1.8
ggiguere@scotfind.com,3,10.8
ggiguere@scotfind.com,6,2.0
ggiguere@singletechno.com,3,1.5
ggillian@scottech.com,1,2.6
ggleich@zathunicon.com,1,1.6
ggleich@zathunicon.com,2,4.0
ggleich@zathunicon.com,3,3.4
ggoldammer@plexzap.com,2,3.3
ggoldammer@plexzap.com,3,2.9
ggotter@zumgoity.com,1,6.6
ggotter@zumgoity.com,4,2.5
ggotter@zumgoity.com,5,4.5
ggotter@zumgoity.com,6,2.6
ggreenbush@zotware.com,1,5.6
ggrenet@faxquote.com,1,4.6
ggrenet@faxquote.com,2,1.5
ggrenet@faxquote.com,6,1.7
ghamilton@ganjaflex.com,1,2.3
ghaufler@hatfan.com,2,4.9
ghoa@inity.com,3,12.1
ghoa@inity.com,4,1.5
ghoffis@ganjaflex.com,6,4.6
ghoffis@year-job.com,1,10.3
ghoffis@year-job.com,2,7.0
ghoffis@year-job.com,3,6.5
ghollack@opentech.com,1,8.4
ghughey@golddex.com,2,2.8
ghughey@y-corporation.com,1,1.4
ginouye@scottech.com,1,1.6
ginouye@scottech.com,2,2.3
gkannady@finhigh.com,2,6.3
gkannady@finhigh.com,3,13.4
gkannady@finhigh.com,4,1.4
gkardas@groovestreet.com,1,6.3
gkarpel@goodsilron.com,2,2.9
gkarpel@goodsilron.com,5,3.2
gkeener@plussunin.com,4,1.5
gkiel@plussunin.com,3,2.8
gkippley@xx-holding.com,5,2.8
gklonowski@iselectrics.com,1,9.1
gklusman@openlane.com,6,1.9
gknipp@scotfind.com,2,6.7
gknipp@scotfind.com,3,7.1
gknipp@scotfind.com,6,1.2
gkusko@singletechno.com,1,8.5
gkusko@singletechno.com,2,4.9
gkusko@singletechno.com,3,1.7
glapage@konex.com,4,10.2
glary@ganjaflex.com,1,2.9
glawler@hottechi.com,1,5.2
glawler@hottechi.com,3,1.6
glawler@hottechi.com,4,1.7
glimmel@scottech.com,1,1.8
glimmel@scottech.com,2,1.9
glimmel@scottech.com,3,1.3
glimmel@scottech.com,5,4.3
glimmel@scottech.com,7,2.7
glindall@rundofase.com,3,1.6
gliukko@kinnamplus.com,1,1.5
gliukko@kinnamplus.com,2,1.7
gliukko@kinnamplus.com,5,1.4
gloader@dontechi.com,3,1.8
glueckenbach@faxquote.com,1,5.6
glukasik@streethex.com,1,6.5
gmadarang@dalttechnology.com,2,6.0
gmadarang@dalttechnology.com,3,10.6
gmallett@konmatfix.com,2,4.0
gmallett@konmatfix.com,3,8.6
gmallett@konmatfix.com,4,2.9
gmarrier@rantouch.com,1,11.5
gmarrier@rantouch.com,2,1.2
gmarrier@rantouch.com,3,1.5
gmaybury@openlane.com,1,6.6
gmccullan@opentech.com,2,1.7
gmccullan@opentech.com,4,4.7
gmccullan@opentech.com,5,1.9
gmcnease@betasoloin.com,1,3.4
gmcnease@betasoloin.com,2,3.9
gmcnease@betasoloin.com,3,0.7
gmcrae@inity.com,1,2.3
gmcrae@inity.com,6,3.2
gmeinerding@fasehatice.com,1,2.8
gmeinerding@fasehatice.com,6,1.4
gmeteer@scottech.com,1,1.6
gmeteer@scottech.com,2,2.4
gmiceli@yearin.com,1,2.9
gmirafuentes@condax.com,3,1.8
gmodzelewski@xx-holding.com,1,13.5
gmorasca@sunnamplex.com,2,3.1
gmunis@kan-code.com,3,2.5
gnicka@ron-tech.com,1,4.1
gnicka@ron-tech.com,2,6.4
gnicka@ron-tech.com,4,2.4
gnicka@ron-tech.com,5,2.4
gnicolozakes@dambase.com,3,3.3
gnunlee@treequote.com,3,3.5
gpapasergi@scottech.com,2,1.4
gpaprocki@dontechi.com,2,2.0
gpedrozo@betatech.com,3,1.2
gpedrozo@betatech.com,5,1.6
gpedrozo@betatech.com,6,1.3
gpedrozo@betatech.com,8,4.1
gpedrozo@betatech.com,9,4.8
gperez@zumgoity.com,2,2.5
gperin@treequote.com,1,9.6
gperin@year-job.com,1,1.8
gperin@year-job.com,2,0.8
greiber@y-corporation.com,3,2.1
grentfro@iselectrics.com,1,1.6
grentfro@iselectrics.com,3,1.7
grentfro@treequote.com,2,2.0
grhymes@konmatfix.com,1,5.0
grhymes@konmatfix.com,2,4.7
grhymes@konmatfix.com,3,2.9
grhymes@konmatfix.com,4,2.9
grodeigues@hatfan.com,2,1.8
gryser@codehow.com,1,2.6
gsahagun@rangreen.com,7,5.5
gsamara@mathtouch.com,2,1.4
gsamara@mathtouch.com,3,1.2
gsamara@mathtouch.com,4,2.0
gsamara@mathtouch.com,6,1.3
gsamu@funholding.com,2,3.9
gsaras@doncon.com,1,5.2
gsaras@doncon.com,2,4.6
gsaras@doncon.com,3,5.6
gsaras@doncon.com,6,9.6
gsaras@doncon.com,7,2.2
gsarbacher@conecom.com,3,3.4
gschieler@finhigh.com,3,1.6
gschieler@finhigh.com,4,1.1
gschieler@finhigh.com,6,3.4
gschoeneck@y-corporation.com,1,3.5
gsengbusch@treequote.com,1,3.5
gsengbusch@treequote.com,4,2.7
gshadrick@plusstrip.com,1,4.5
gshire@kinnamplus.com,2,2.4
gshire@kinnamplus.com,4,8.4
gsimilton@kan-code.com,1,1.3
gskulski@zotware.com,1,5.0
gskulski@zotware.com,3,8.9
gskulski@zotware.com,4,2.2
gsmith@doncon.com,1,0.7
gsmith@doncon.com,3,0.8
gspringe@bioplex.com,1,2.8
gspringe@bioplex.com,2,2.0
gspringe@bioplex.com,3,3.4
gstockham@sunnamplex.com,4,1.9
gtheodorov@funholding.com,2,2.0
gtheodorov@funholding.com,3,0.9
gthyberg@rantouch.com,3,2.0
gthyberg@ron-tech.com,3,2.6
gtimenez@y-corporation.com,1,4.6
gtjepkema@codehow.com,1,2.2
gtjepkema@codehow.com,2,2.3
gtjepkema@plusstrip.com,3,2.6
gtjepkema@plusstrip.com,4,1.6
gtjepkema@plusstrip.com,6,1.6
gtomasulo@scottech.com,1,1.3
gtomasulo@scottech.com,2,0.8
gtomasulo@scottech.com,3,1.5
gtomasulo@year-job.com,1,1.4
gtomasulo@year-job.com,3,2.6
gtomasulo@year-job.com,4,15.4
gtomblin@statholdings.com,1,15.5
gtomblin@statholdings.com,3,3.9
gtoyama@streethex.com,1,1.6
gtoyama@streethex.com,2,1.5
gtoyama@streethex.com,3,9.1
gturinetti@mathtouch.com,3,16.2
gvanheusen@faxquote.com,1,2.3
gvanheusen@faxquote.com,3,1.9
gvenere@gogozoom.com,1,0.6
gvenere@gogozoom.com,2,0.3
gvenere@gogozoom.com,4,0.5
gvenere@gogozoom.com,6,0.8
gvenere@gogozoom.com,8,0.4
gvenere@gogozoom.com,9,1.0
gventura@toughzap.com,3,1.5
gvinning@golddex.com,4,2.5
gvinning@golddex.com,6,3.1
gwaycott@goodsilron.com,1,4.1
gwaycott@sumace.com,1,1.3
gwaycott@sumace.com,4,4.8
gwaycott@sumace.com,5,9.3
gweglarz@opentech.com,1,1.5
gwesterbeck@iselectrics.com,3,3.5
gwieser@bioholding.com,4,1.7
gwiklund@cancity.com,3,8.0
gwildfong@kan-code.com,1,4.8
gwrinkles@hatfan.com,2,3.8
gwrinkles@hatfan.com,9,3.1
habdallah@golddex.com,2,1.5
habdallah@golddex.com,3,1.5
hbarfield@isdom.com,1,2.6
hbevelacqua@konmatfix.com,3,1.4
hbevelacqua@konmatfix.com,4,1.2
hbevelacqua@konmatfix.com,5,11.2
hbevelacqua@konmatfix.com,7,1.1
hbevelacqua@stanredtax.com,4,2.5
hboulter@cancity.com,2,1.9
hbourbon@zencorporation.com,1,5.6
hbuemi@newex.com,3,9.1
hbuemi@newex.com,4,1.4
hburnard@finjob.com,1,25.9
hcandlish@kinnamplus.com,3,2.0
hcanlas@gogozoom.com,3,6.6
hcaudy@dalttechnology.com,1,2.2
hchavous@gogozoom.com,2,3.9
hchavous@gogozoom.com,4,2.7
hchavous@openlane.com,1,7.3
hchickering@dambase.com,1,1.0
hchickering@dambase.com,3,2.0
hcomnick@opentech.com,2,4.3
hcork@betatech.com,2,4.6
hdelasancha@finjob.com,2,0.5
hdelasancha@finjob.com,3,1.9
hdemesa@zoomit.com,3,1.4
hdemesa@zoomit.com,5,1.6
hdemesa@zoomit.com,6,1.6
hdewar@dambase.com,1,7.2
hdewar@domzoom.com,1,1.2
hdilliard@zumgoity.com,2,1.9
hdopico@zencorporation.com,1,4.3
hdubaldi@green-plus.com,1,7.7
hdubaldi@green-plus.com,2,8.4
hdubaldi@green-plus.com,3,5.7
hfillingim@kan-code.com,1,1.4
hfillingim@opentech.com,1,21.3
hfoller@doncon.com,6,3.4
hfrancescon@iselectrics.com,3,2.8
hfrerking@bioplex.com,2,3.8
hfrey@inity.com,1,3.4
hfrey@inity.com,2,6.3
hfrey@inity.com,4,6.2
hfunnell@zencorporation.com,4,3.1
hgesick@betasoloin.com,1,2.8
hgesick@betasoloin.com,2,2.5
hgiguere@zotware.com,1,5.3
hgrenet@streethex.com,1,2.0
hgrenet@streethex.com,4,1.6
hhagele@konex.com,1,1.7
hhagele@konex.com,2,7.0
hhanafan@scotfind.com,2,13.5
hhanafan@warephase.com,3,2.6
hharabedian@zotware.com,1,1.8
hheintzman@zencorporation.com,1,13.2
hheintzman@zencorporation.com,2,3.9
hheintzman@zencorporation.com,3,2.5
hhirpara@dalttechnology.com,2,1.3
hhoneywell@groovestreet.com,1,1.6
hhoneywell@labdrill.com,1,1.9
hhughey@ganjaflex.com,1,3.8
hhughey@ganjaflex.com,4,3.6
hjacobos@scotfind.com,1,2.0
hkalafatis@openlane.com,2,13.9
hkannady@silis.com,5,2.4
hkippley@faxquote.com,4,4.9
hkorando@domzoom.com,2,2.7
hkorando@domzoom.com,3,1.5
hkusko@rundofase.com,1,1.0
hlinahan@scottech.com,1,3.2
hlinahan@scottech.com,2,10.9
hlorens@dontechi.com,3,2.5
hlouissant@j-texon.com,1,1.3
hlouissant@j-texon.com,2,6.9
hmaillard@hatfan.com,1,5.4
hmalet@funholding.com,2,5.3
hmalet@funholding.com,4,1.5
hmalvin@scotfind.com,1,7.7
hmalvin@scotfind.com,2,1.4
hmalvin@scotfind.com,3,1.2
hmarrier@condax.com,1,13.9
hmclaird@bioplex.com,2,8.4
hmconnell@conecom.com,1,2.3
hmcrae@konex.com,1,3.0
hmcrae@newex.com,1,3.4
hmyricks@domzoom.com,3,2.8
hmyricks@lexiqvolax.com,1,3.8
hmyricks@lexiqvolax.com,3,3.2
hnachor@green-plus.com,2,2.0
hnachor@green-plus.com,3,1.8
hnayar@finhigh.com,1,2.6
hnievas@groovestreet.com,1,1.7
holdroyd@silis.com,1,1.0
holdroyd@silis.com,2,1.7
hostrosky@goodsilron.com,1,3.5
hostrosky@goodsilron.com,3,3.3
hpadilla@zathunicon.com,1,1.2
hpadilla@zathunicon.com,2,3.0
hpelkowski@hottechi.com,1,4.7
hriopelle@y-corporation.com,1,7.8
hrochin@doncon.com,1,13.3
hsaulter@ontomedia.com,1,1.7
hsaulter@ontomedia.com,4,1.2
hsaulter@scotfind.com,3,3.3
hsaulter@scotfind.com,5,4.3
hsaulter@scotfind.com,8,2.2
hsaulter@scotfind.com,9,6.3
hscheyer@goodsilron.com,5,4.2
hsergi@year-job.com,4,5.0
hsetter@bioholding.com,2,6.4
hsetter@bioholding.com,3,2.1
hsetter@bioholding.com,5,6.4
hsetter@bioholding.com,6,5.8
hslayton@ontomedia.com,3,15.4
hstimmel@bioholding.com,1,2.0
hstimmel@bioholding.com,3,1.3
hstorment@konmatfix.com,3,2.0
hstorment@lexiqvolax.com,1,11.6
htawil@conecom.com,1,3.1
htegarden@finjob.com,2,8.1
hthreets@gogozoom.com,2,2.4
htreston@ganjaflex.com,1,2.7
hvanheusen@nam-zim.com,1,2.3
hvanheusen@nam-zim.com,2,2.1
hvanheusen@nam-zim.com,4,2.4
hventura@inity.com,2,1.4
hventura@inity.com,3,7.9
hvillanueva@mathtouch.com,2,5.5
hwaymire@toughzap.com,1,3.2
hweglarz@plexzap.com,2,13.3
hwolny@j-texon.com,1,1.6
hwolny@j-texon.com,2,2.0
hzepp@ganjaflex.com,2,7.1
ibachman@zoomit.com,2,1.7
icantres@codehow.com,1,4.4
iclaucherty@zoomit.com,2,2.7
ifeichtner@silis.com,4,3.7
ihagele@funholding.com,2,2.0
ihagele@funholding.com,3,10.9
ihaufler@inity.com,1,2.4
ikoppinger@stanredtax.com,1,1.6
ikoppinger@stanredtax.com,6,1.9
imalvin@ontomedia.com,3,4.6
imanno@finhigh.com,1,0.8
imanno@finhigh.com,2,1.2
imanno@finhigh.com,4,0.6
imanno@finhigh.com,6,0.4
imaynerich@newex.com,2,0.7
imaynerich@newex.com,3,0.9
imunns@dontechi.com,2,2.7
inicka@faxquote.com,1,7.2
iostrosky@finhigh.com,1,12.2
isamara@isdom.com,3,2.0
iscipione@j-texon.com,4,1.4
iscipione@j-texon.com,6,2.5
iscipione@j-texon.com,8,1.5
itomasulo@zotware.com,1,3.1
itomasulo@zotware.com,3,3.1
iwolny@finhigh.com,3,2.3
jahle@xx-zobam.com,1,12.5
jankeny@betasoloin.com,2,1.8
jankeny@betasoloin.com,3,1.0
jarias@labdrill.com,1,12.0
jarias@labdrill.com,4,2.2
jarias@labdrill.com,5,1.7
jarias@labdrill.com,7,2.4
jarias@labdrill.com,9,5.9
jauffrey@rantouch.com,2,1.2
jauffrey@rantouch.com,3,2.0
jbachman@codehow.com,3,4.4
jbeech@dalttechnology.com,1,4.6
jbeech@dalttechnology.com,2,2.2
jbeech@dalttechnology.com,3,1.6
jbeech@zumgoity.com,1,4.2
jbenimadho@blackzim.com,3,1.8
jberlanga@ganjaflex.com,1,30.8
jbevelacqua@codehow.com,1,2.7
jbitsuie@yearin.com,1,1.8
jblunk@kinnamplus.com,2,1.7
jbookamer@dambase.com,1,2.8
jbookamer@donquadtech.com,3,7.8
jborgman@statholdings.com,3,2.6
jboulter@groovestreet.com,1,1.9
jboulter@groovestreet.com,3,1.6
jbourbon@funholding.com,3,4.7
jbrideau@finhigh.com,1,3.0
jbuemi@mathtouch.com,1,3.7
jbuvens@toughzap.com,1,2.5
jbuvens@toughzap.com,2,1.2
jcaldarera@ganjaflex.com,1,10.3
jcampain@betasoloin.com,1,5.2
jcampain@betasoloin.com,2,3.9
jcandlish@zencorporation.com,1,4.4
jcantres@sumace.com,3,0.9
jcartan@golddex.com,1,1.2
jcartan@opentech.com,1,4.6
jcartan@opentech.com,2,2.6
jcartan@opentech.com,6,2.8
jchavous@xx-zobam.com,2,1.9
jchavous@xx-zobam.com,3,2.3
jchesterfield@konmatfix.com,1,2.0
jchesterfield@konmatfix.com,2,2.4
jcolla@hatfan.com,1,1.6
jcolla@hatfan.com,3,2.0
jcomnick@zathunicon.com,1,4.0
jcomnick@zathunicon.com,3,2.4
jcoody@codehow.com,8,1.4
jcoody@codehow.com,9,4.9
jcorbley@konmatfix.com,1,0.9
jcorbley@konmatfix.com,2,0.9
jcorbley@konmatfix.com,3,2.0
jcraghead@singletechno.com,3,0.7
jcraghead@singletechno.com,6,0.6
jcronauer@blackzim.com,1,0.9
jdegroot@labdrill.com,3,13.1
jdeleo@konmatfix.com,1,7.1
jdemesa@bioplex.com,1,5.5
jdenooyer@hottechi.com,2,3.4
jdenooyer@treequote.com,2,1.3
jdenooyer@treequote.com,3,2.1
jdewar@warephase.com,1,4.1
jdrymon@faxquote.com,1,3.0
jeanes@hottechi.com,3,3.6
jemigh@dambase.com,1,1.2
jemigh@groovestreet.com,2,3.6
jengelberg@opentech.com,1,0.9
jennaco@labdrill.com,1,1.9
jennaco@labdrill.com,5,2.5
jennaco@labdrill.com,6,1.5
jennaco@statholdings.com,1,3.5
jfarrar@bioplex.com,2,1.0
jfarrow@condax.com,1,6.2
jfarrow@condax.com,2,2.0
jfarrow@condax.com,4,1.1
jfelger@yearin.com,2,3.2
jfern@toughzap.com,3,3.0
jfern@toughzap.com,4,3.4
jfillingim@zathunicon.com,3,5.7
jflister@lexiqvolax.com,1,4.1
jflister@lexiqvolax.com,2,2.3
jfortino@sonron.com,1,5.0
jfortino@sonron.com,2,2.7
jfrankel@silis.com,1,1.4
jfrankel@silis.com,2,2.0
jfrankel@silis.com,3,1.7
jfredicks@bioholding.com,2,1.3
jfredicks@bioholding.com,3,4.2
jfredicks@hatfan.com,2,4.3
jfredicks@hatfan.com,3,1.6
jfredicks@hatfan.com,4,6.8
jfredicks@hatfan.com,5,0.9
jfredicks@hatfan.com,6,1.1
jfredicks@konex.com,1,1.8
jfredicks@konex.com,2,2.1
jfrey@ganjaflex.com,1,3.1
jfunnell@dambase.com,1,1.9
jfunnell@konmatfix.com,3,0.6
jgabisi@kan-code.com,1,4.4
jgalam@kan-code.com,2,2.4
jgato@singletechno.com,1,3.1
jgato@singletechno.com,2,1.9
jgato@stanredtax.com,1,4.5
jgibes@donquadtech.com,1,1.1
jgibes@donquadtech.com,4,1.2
jglick@plussunin.com,3,3.0
jgoldammer@green-plus.com,1,3.0
jgotter@labdrill.com,1,5.5
jhagele@hatfan.com,2,2.7
jhagele@hatfan.com,3,5.5
jhalter@j-texon.com,2,4.4
jharnos@hatfan.com,1,2.2
jharoldson@j-texon.com,2,3.8
jharoldson@j-texon.com,5,1.3
jharoldson@statholdings.com,1,0.6
jhaufler@y-corporation.com,2,4.7
jhaufler@y-corporation.com,4,0.8
jhiatt@kan-code.com,1,1.4
jhiatt@rangreen.com,1,14.5
jhiatt@rangreen.com,3,2.5
jhidvegi@labdrill.com,1,3.0
jhidvegi@labdrill.com,5,3.4
jhidvegi@toughzap.com,1,6.9
jhoa@fasehatice.com,1,1.5
jhochard@condax.com,1,3.2
jhoffis@rantouch.com,2,10.5
jhoopengardner@golddex.com,1,1.6
jhusser@plexzap.com,6,2.7
jhusser@zumgoity.com,3,6.5
jhusser@zumgoity.com,4,7.8
jisaacs@domzoom.com,2,1.9
jisaacs@plussunin.com,1,2.1
jisaacs@plussunin.com,2,2.0
jisaacs@plussunin.com,3,2.5
jjacobos@ganjaflex.com,2,4.7
jjacobos@ganjaflex.com,3,5.6
jjillson@ontomedia.com,1,3.7
jjillson@ontomedia.com,2,1.6
jjillson@ontomedia.com,4,1.6
jjillson@ontomedia.com,6,8.1
jjillson@ontomedia.com,7,2.6
jjillson@ontomedia.com,9,6.2
jjillson@zoomit.com,2,4.0
jkalafatis@conecom.com,4,2.2
jkalafatis@sunnamplex.com,1,1.5
jkalafatis@sunnamplex.com,3,1.6
jkaniecki@ron-tech.com,2,2.6
jketelsen@konmatfix.com,1,6.3
jketelsen@konmatfix.com,2,3.4
jketelsen@konmatfix.com,3,5.6
jketelsen@zotware.com,2,6.0
jkiel@isdom.com,1,6.2
jkitzman@newex.com,2,2.1
